0000000001,1,0.3110616409440816
0000000002,2,0.35230392701234176,0000000001
0000000004,4,0.5569561249248235,0000000002,0000000001
0000000003,3,0.23568936821135902,0000000002
0000000005,5,0.5972803690478664,0000000001,0000000003,0000000004
0000000007,7,0.6369088689136901,0000000005,0000000001,0000000002
0000000011,11,0.48850582830239414,0000000002,0000000001,0000000005
0000000006,6,0.27182924271046544
0000000009,9,0.47949081578430647,0000000007,0000000002,0000000006
0000000094,94,0.9803229985059263,0000000025,0000000093,0000000052,0000000051
0000000046,46,0.5341078610840471,0000000041,0000000030,0000000031,0000000033
0000000068,68,0.26951200251149326,0000000040,0000000044,0000000067,0000000003
0000000080,80,0.8652433670100785,0000000067,0000000071,0000000004,0000000068
0000000091,91,0.7501254587346645,0000000068,0000000030,0000000038,0000000006
0000000069,69,0.6342696743568111,0000000016,0000000061,0000000033,0000000060
0000000097,97,0.519727537239822,0000000049,0000000080,0000000013,0000000003
0000000059,59,0.4760658161731786,0000000006,0000000046,0000000022,0000000034
0000000039,39,0.3026082475523034,0000000018,0000000005,0000000030,0000000012
0000000070,70,0.10255747715538181,0000000007,0000000010,0000000001,0000000027
0000000076,76,0.0712335555796627,0000000040,0000000044,0000000036,0000000024
0000000079,79,0.5124419261739844,0000000029,0000000032,0000000063,0000000076
0000000089,89,0.4334316571805455,0000000085,0000000011,0000000079,0000000068
0000000084,84,0.3226590710332383,0000000057,0000000025,0000000050,0000000043
0000000072,72,0.26817178931985797,0000000019,0000000070,0000000014,0000000015
0000000082,82,0.9487678301749716,0000000004,0000000072,0000000060,0000000039
0000000066,66,0.2246896022531,0000000010,0000000045,0000000060,0000000018
0000000090,90,0.6520431055734652,0000000066,0000000084,0000000072,0000000041
0000000075,75,0.3266421717195459,0000000047,0000000056,0000000057,0000000064
0000000087,87,0.8513013943065098,0000000052,0000000003,0000000063,0000000075
0000000088,88,0.9999591219521171,0000000087,0000000026,0000000003,0000000002
0000000099,99,0.7789579452990314,0000000003,0000000090,0000000063,0000000094
0000000095,95,0.48486685371838434,0000000064,0000000056,0000000028,0000000089
0000000100,100,0.4425748872412038,0000000028,0000000097,0000000093,0000000006
0000000074,74,0.3212237711193926,0000000032,0000000027,0000000005,0000000024
0000000092,92,0.21312293543997363
0000000053,53,0.18751278859184686,0000000046,0000000052,0000000041,0000000036
0000000062,62,0.15447179986295811,0000000036,0000000020,0000000044,0000000046
0000000081,81,0.13789260899026426,0000000067,0000000035,0000000041,0000000047
0000000077,77,0.10331276219659496,0000000029,0000000058,0000000016,0000000052
0000000078,78,0.06245849068212839,0000000074,0000000018,0000000038,0000000020
0000000083,83,0.04631973038366687,0000000007,0000000023,0000000058,0000000081
0000000098,98,0.023304938195597855,0000000042,0000000089,0000000096,0000000084
