0000000001,1,0.8923148426369156
0000000002,2,0.949489010180694,0000000001
0000000073,73,0.8649930179044645
0000000003,3,0.002536726168752806,0000000002,0000000001
0000000005,5,0.4060529499372853,0000000001,0000000002,0000000003
0000000006,6,0.8609837884491162,0000000005,0000000002
0000000004,4,0.6465467164324226,0000000001,0000000002,0000000003
0000000009,9,0.6659401465850353,0000000003,0000000004,0000000006
0000000008,8,0.42292735948119664,0000000005
0000000011,11,0.9444937706960629,0000000005,0000000008
0000000012,12,0.8905881988196711,0000000008,0000000005,0000000011
0000000010,10,0.3378279548795711,0000000002,0000000005,0000000006
0000000013,13,0.7847183518377241,0000000002,0000000010,0000000008
0000000014,14,0.7275918526698212,0000000012,0000000005
0000000007,7,0.48420071731590336,0000000004,0000000006,0000000005
0000000017,17,0.46403341183542773,0000000011,0000000002,0000000004
0000000016,16,0.4381333602145425,0000000007,0000000002,0000000011
0000000020,20,0.9463178684261305,0000000005,0000000016,0000000010
0000000031,31,0.9294444787550034,0000000014,0000000003,0000000016
0000000067,67,0.1232295696266415,0000000066,0000000042,0000000055,0000000016
0000000085,85,0.8769153738224147,0000000025,0000000027,0000000067
0000000077,77,0.3917954992220803,0000000023,0000000011,0000000009,0000000050
0000000090,90,0.12493350226041351,0000000002,0000000056,0000000053
0000000093,93,0.4582479230830483,0000000090,0000000021,0000000022,0000000042
0000000063,63,0.3319052664765191,0000000016,0000000059,0000000011,0000000025
0000000045,45,0.2677311945487681,0000000021,0000000023,0000000017,0000000033
0000000096,96,0.22919187948266873,0000000085,0000000040,0000000089,0000000064
0000000080,80,0.21857547097413402,0000000015,0000000045,0000000028,0000000036
0000000088,88,0.1562112619041697,0000000052,0000000053,0000000047,0000000020
0000000086,86,0.07304463685974075,0000000015,0000000031,0000000003
0000000092,92,0.165540080416249,0000000032,0000000086,0000000089,0000000004
0000000094,94,0.14591569663985035,0000000031,0000000021,0000000069,0000000047
0000000046,46,0.11316928459397912,0000000012,0000000035,0000000029,0000000041
0000000087,87,0.10702880158517879,0000000078,0000000051,0000000073,0000000062
0000000075,75,0.06892760940280622,0000000036,0000000021,0000000015,0000000066
0000000099,99,0.06516553086780007
0000000060,60,0.0028105667686979126,0000000029,0000000026,0000000018,0000000043
