0000000001,1,0.8581771854955522
0000000002,2,0.8702245293462966,0000000001
0000000003,3,0.4458147593730137,0000000002
0000000007,7,0.908963990724123,0000000003,0000000002
0000000008,8,0.7799081629476802,0000000007,0000000002,0000000003
0000000004,4,0.16390472725408797,0000000003,0000000002
0000000005,5,0.8533721677239959,0000000004,0000000002,0000000001
0000000006,6,0.3665028893355942,0000000002,0000000001
0000000009,9,0.054768688347853596,0000000006,0000000002,0000000005
0000000011,11,0.9430654455270572,0000000009,0000000002,0000000005
0000000024,24,0.5986576464395149,0000000023,0000000014,0000000009,0000000010
0000000028,28,0.204744829706483,0000000023,0000000027,0000000012,0000000008
0000000036,36,0.6525276573134019,0000000012,0000000001,0000000028,0000000009
0000000042,42,0.3712065577562981,0000000012,0000000037,0000000036,0000000013
0000000051,51,0.794137000175522,0000000042,0000000004,0000000005,0000000050
0000000026,26,0.3618329380030702
0000000032,32,0.1003286046880434,0000000013,0000000025,0000000001,0000000007
0000000043,43,0.6532828541423326,0000000012,0000000004,0000000032,0000000001
0000000047,47,0.7608936577262425,0000000040,0000000014,0000000043,0000000002
0000000060,60,0.6226876216008812,0000000027,0000000005,0000000026,0000000048
0000000052,52,0.5738998201514443,0000000030,0000000040,0000000014,0000000011
0000000038,38,0.08164457889874392,0000000006,0000000010,0000000024,0000000004
0000000071,71,0.5734676232781867,0000000021,0000000038,0000000008,0000000001
0000000034,34,0.24799576267848783,0000000030,0000000027,0000000033,0000000022
0000000055,55,0.8727255908403372,0000000003,0000000016,0000000034,0000000023
0000000059,59,0.8615228032292599,0000000028,0000000010,0000000055,0000000020
0000000039,39,0.5116637904336074,0000000024,0000000029,0000000015,0000000010
0000000066,66,0.8116884925801839,0000000039,0000000007,0000000016,0000000038
0000000035,35,0.419731948907431,0000000018,0000000010,0000000026,0000000007
0000000084,84,0.671277084966445,0000000021,0000000035,0000000024,0000000018
0000000054,54,0.19487939099108256,0000000013,0000000001,0000000007,0000000035
0000000073,73,0.7780258630671987,0000000033,0000000054,0000000052,0000000016
0000000080,80,0.4619862087159744,0000000018,0000000006,0000000050,0000000022
0000000079,79,0.45428524675367143,0000000018,0000000035,0000000050
0000000082,82,0.8729090726212337,0000000079,0000000012,0000000018,0000000023
0000000045,45,0.09255272013449646,0000000029,0000000009,0000000008,0000000015
0000000062,62,0.5462771319409288,0000000008,0000000031,0000000045,0000000029
0000000049,49,0.18428651375028016,0000000036,0000000023,0000000026,0000000014
0000000063,63,0.9368370291190314,0000000062,0000000039,0000000022,0000000049
0000000097,97,0.8837722060817705,0000000029,0000000018,0000000063,0000000048
0000000067,67,0.499269297322645,0000000063,0000000051,0000000050,0000000014
0000000068,68,0.4856235468183093,0000000050,0000000029,0000000035,0000000067
0000000053,53,0.4812592868593085,0000000049,0000000012,0000000026,0000000028
0000000085,85,0.46550539608768726,0000000068,0000000012,0000000004,0000000009
0000000070,70,0.41393307645084787,0000000020,0000000028,0000000039
0000000088,88,0.9419237071339609,0000000009,0000000049,0000000070,0000000008
0000000089,89,0.8037517312534547,0000000040,0000000035,0000000070,0000000037
0000000057,57,0.2601257464726113,0000000033,0000000038,0000000026,0000000006
0000000056,56,0.026499216149374522,0000000008,0000000054,0000000027,0000000049
0000000074,74,0.8812720862782515,0000000012,0000000051,0000000056,0000000053
0000000076,76,0.9614863140527982,0000000012,0000000074,0000000016
0000000077,77,0.667439049469386,0000000057,0000000021,0000000062
0000000061,61,0.41734269146757325,0000000015,0000000052,0000000040,0000000003
0000000064,64,0.38658745993680876,0000000061,0000000049,0000000022,0000000045
0000000058,58,0.385845894296982,0000000017,0000000007,0000000011,0000000003
0000000044,44,0.26137218272151763,0000000016,0000000024,0000000009,0000000040
0000000078,78,0.41745283369600916,0000000050,0000000049,0000000007,0000000044
0000000065,65,0.14884377816076855,0000000016,0000000037,0000000064,0000000014
0000000083,83,0.6566755233904503,0000000021,0000000014,0000000065,0000000058
0000000086,86,0.5119218138657265,0000000058,0000000078,0000000055,0000000020
0000000099,99,0.7454475998252394,0000000086,0000000035,0000000060,0000000021
0000000093,93,0.37031036298594905,0000000085,0000000052,0000000019,0000000010
0000000081,81,0.23967658438978431,0000000014,0000000006,0000000070,0000000067
0000000072,72,0.06011065911833704,0000000035,0000000044,0000000045,0000000021
0000000095,95,0.7366017135280818,0000000055,0000000059,0000000072,0000000051
0000000075,75,0.079897611865294,0000000026,0000000022,0000000012,0000000029
0000000098,98,0.9910760590203694,0000000010,0000000075,0000000012,0000000020
0000000100,100,0.22866110827761538,0000000068,0000000041,0000000029,0000000056
0000000046,46,0.12783715809997165,0000000037,0000000038,0000000030,0000000033
0000000090,90,0.1365574496862327,0000000010,0000000046,0000000012,0000000049
0000000092,92,0.019507272330341944,0000000070,0000000077,0000000067,0000000041
0000000096,96,0.45329168865682423,0000000045,0000000066,0000000090,0000000092
0000000091,91,0.17417037742185565,0000000086,0000000012,0000000019,0000000032
0000000094,94,0.2780504222027742,0000000010,0000000091,0000000056,0000000006
0000000069,69,0.17316376055815386,0000000061,0000000016,0000000042,0000000006
0000000087,87,0.1465748374213831,0000000002,0000000038,0000000079,0000000081
