0000000001,1,0.37079921254710163
0000000002,2,0.31081551628850984,0000000001
0000000003,3,0.6873602454509913,0000000001,0000000002
0000000004,4,0.1645569422196295,0000000001,0000000002
0000000005,5,0.8682385091924012,0000000002,0000000001
0000000006,6,0.044967848586942694,0000000005,0000000002
0000000007,7,0.6043860497321284,0000000004,0000000006
0000000160,160,0.37337965018200275,0000000129,0000000074,0000000059
0000000161,161,0.3955537838647973,0000000068,0000000031,0000000098
0000000162,162,0.9078686630779553,0000000009,0000000045,0000000040
0000000163,163,0.7037113470248699,0000000028,0000000133,0000000063
0000000164,164,0.3474413422427834,0000000062,0000000046
0000000165,165,0.8491576080905405,0000000091,0000000002,0000000051
0000000166,166,0.20947622068653834,0000000144,0000000065,0000000164
0000000167,167,0.6400470142606207,0000000055,0000000117,0000000111
0000000168,168,0.6275570335213028,0000000127,0000000152,0000000029
0000000169,169,0.4457366680662673,0000000168,0000000152,0000000044
0000000170,170,0.2245816656467622,0000000054,0000000049,0000000104
0000000171,171,0.32533073761373116,0000000026,0000000144
0000000172,172,0.10068079225049373,0000000094,0000000071,0000000139
0000000173,173,0.13224120747274914,0000000078,0000000115,0000000109
0000000174,174,0.6354441894302887,0000000035,0000000023,0000000091
0000000175,175,0.4945310055479494,0000000040,0000000122,0000000031
0000000176,176,0.6984058429947573,0000000050,0000000007,0000000009
0000000177,177,0.5887177132245589,0000000120,0000000167,0000000073
0000000178,178,0.2450350302219941,0000000093,0000000074
0000000179,179,0.2683358240717505,0000000090,0000000108,0000000049
0000000180,180,0.10509310452808644,0000000073,0000000119,0000000079
0000000181,181,0.21026966538227146,0000000056,0000000142,0000000099
0000000182,182,0.7199129992165181,0000000181,0000000020,0000000055
0000000183,183,0.2614827521019329,0000000149,0000000130,0000000182
0000000184,184,0.1313349667948863,0000000029,0000000043,0000000067
0000000185,185,0.08994699406254246,0000000181,0000000142,0000000035
0000000186,186,0.2610964055572925,0000000059,0000000066,0000000156
0000000187,187,0.46528153604611594,0000000080,0000000024,0000000178
0000000188,188,0.5491332514012053,0000000118,0000000086,0000000032
0000000189,189,0.07878005196878721,0000000031,0000000131,0000000137
0000000190,190,0.8934366260797386,0000000071,0000000189,0000000096
0000000191,191,0.14734729422745513,0000000086,0000000085,0000000104
0000000192,192,0.6319841886182942,0000000003,0000000128,0000000190
0000000193,193,0.5335886813625326,0000000091,0000000090,0000000104
0000000194,194,0.5659303458679976,0000000179,0000000043
0000000195,195,0.33574921259320617,0000000173,0000000139,0000000097
0000000196,196,0.24343383643430738,0000000118,0000000139,0000000104
0000000197,197,0.34127243318904776,0000000083,0000000127,0000000089
0000000198,198,0.586802236135231,0000000056,0000000089,0000000187
0000000199,199,0.7808920753354288,0000000003,0000000174,0000000128
0000000200,200,0.3932574636540311,0000000088,0000000085,0000000081
0000000201,201,0.7587838569601228,0000000156,0000000059,0000000042
0000000202,202,0.4769234557570995,0000000103,0000000094,0000000123
0000000203,203,0.46838239339672344,0000000082,0000000059,0000000182
0000000204,204,0.626590352383997,0000000128,0000000076,0000000183
0000000205,205,0.7191548506714651,0000000111,0000000011,0000000177
0000000206,206,0.5142473205396685,0000000141,0000000088,0000000072
0000000207,207,0.5382399700834668,0000000137,0000000067,0000000087
0000000208,208,0.6444235483255933,0000000078,0000000082,0000000073
0000000209,209,0.7002433117017143,0000000058,0000000100,0000000164
0000000210,210,0.6582853356235079,0000000025,0000000126,0000000092
0000000211,211,0.09695487177889205,0000000199,0000000103,0000000008
0000000212,212,0.29900015716382766,0000000015,0000000103,0000000148
0000000213,213,0.8160514315522854,0000000161,0000000130,0000000116
0000000214,214,0.17763351750389486,0000000055,0000000169,0000000090
0000000215,215,0.44625616474850693,0000000155,0000000091,0000000071
0000000216,216,0.20146460773635047,0000000152,0000000041,0000000042
0000000217,217,0.23920936522139777,0000000092,0000000126,0000000197
0000000218,218,0.5642914912481367,0000000035,0000000134,0000000033
0000000219,219,0.1463213221325239,0000000193,0000000178,0000000125
0000000220,220,0.8673939523703139,0000000003,0000000216,0000000215
0000000221,221,0.32816383041978686,0000000216,0000000087,0000000040
0000000222,222,0.14003049226055883,0000000002,0000000127,0000000043
0000000223,223,0.8038891110836724,0000000035,0000000073,0000000014
0000000224,224,0.03590389495508504,0000000030,0000000203,0000000122
0000000225,225,0.565805413501109,0000000093,0000000039,0000000053
0000000226,226,0.35121018048618147,0000000125,0000000094
0000000227,227,0.6656116701523711,0000000226,0000000074,0000000094
0000000228,228,0.4903819661934934,0000000002,0000000016,0000000077
0000000229,229,0.3968290671980001,0000000076,0000000228,0000000048
0000000230,230,0.20878199800833996,0000000201,0000000121,0000000125
0000000231,231,0.46132554025940514,0000000029,0000000072,0000000005
0000000232,232,0.07819801058763365,0000000018,0000000088,0000000207
0000000233,233,0.07959040652600788,0000000068,0000000063,0000000109
0000000234,234,0.790023340243173,0000000229,0000000063,0000000171
0000000235,235,0.06031201357952539,0000000011,0000000148,0000000099
0000000236,236,0.9129783188769683,0000000092,0000000087,0000000194
0000000237,237,0.23389764542948788,0000000203,0000000140,0000000001
0000000238,238,0.8004124137722495,0000000228,0000000106
0000000239,239,0.20608618156233607,0000000111,0000000212,0000000019
0000000240,240,0.580193999452318,0000000212,0000000048,0000000034
0000000241,241,0.1322856551484681,0000000041,0000000204,0000000088
0000000242,242,0.5527664268502986,0000000198,0000000163,0000000110
0000000243,243,0.4492555714806202,0000000121,0000000132,0000000070
0000000244,244,0.4573840563012606,0000000058,0000000156,0000000169
0000000245,245,0.6461344051545939,0000000091,0000000189,0000000149
0000000246,246,0.3496051729327236,0000000146,0000000122,0000000052
0000000247,247,0.6481116021250117,0000000166,0000000056,0000000035
0000000248,248,0.42666727386628917,0000000125,0000000216,0000000084
0000000249,249,0.9667545084652645,0000000180,0000000005,0000000178
0000000250,250,0.20044919986104426,0000000128,0000000062,0000000071
0000000251,251,0.5156978061899214,0000000111,0000000107,0000000193
0000000252,252,0.49286538396648855,0000000125,0000000106,0000000232
0000000253,253,0.6268200338286786,0000000009,0000000250,0000000189
0000000254,254,0.3183402669910724,0000000190,0000000220,0000000232
0000000255,255,0.6881851760687533,0000000125,0000000157,0000000115
0000000256,256,0.42476814551575864,0000000203,0000000072,0000000212
0000000257,257,0.5980627170805816,0000000056,0000000091,0000000203
0000000258,258,0.5876282742607221,0000000168,0000000243,0000000108
0000000259,259,0.07185311217676012,0000000247,0000000209,0000000008
0000000260,260,0.693895216978521,0000000081,0000000196,0000000249
0000000261,261,0.6633554631845826,0000000234,0000000021,0000000133
0000000262,262,0.3355118044847763,0000000094,0000000218,0000000084
0000000263,263,0.6970889251803439,0000000163,0000000001
0000000264,264,0.8261548371076242,0000000094,0000000021,0000000062
0000000265,265,0.15231226584925314,0000000191,0000000103,0000000095
0000000266,266,0.0987194649242993,0000000244,0000000182,0000000006
0000000267,267,0.7964606809448246,0000000095,0000000191,0000000058
0000000268,268,0.5347691028286681,0000000161,0000000248,0000000264
0000000269,269,0.5639668262539996,0000000141,0000000008,0000000207
0000000270,270,0.01183894443196624,0000000206,0000000129,0000000242
0000000271,271,0.7115035414904141,0000000069,0000000270,0000000077
0000000272,272,0.63815755657314,0000000223,0000000006,0000000268
0000000273,273,0.8569260502056595,0000000255,0000000190,0000000180
0000000274,274,0.8849030459116225,0000000105,0000000135,0000000238
0000000275,275,0.5629999541318474,0000000178,0000000077,0000000197
0000000276,276,0.977316563519556,0000000225,0000000013
0000000277,277,0.4653853824771572,0000000117,0000000083,0000000138
0000000278,278,0.8409648703343022,0000000037,0000000159,0000000256
0000000279,279,0.8917566035301694,0000000083,0000000051,0000000099
0000000280,280,0.2944434123768511,0000000243,0000000165,0000000153
0000000281,281,0.7341646795208939,0000000042,0000000280,0000000036
0000000282,282,0.3824679940820793,0000000004,0000000198,0000000155
0000000283,283,0.12953851067896918,0000000216,0000000246,0000000130
0000000284,284,0.4403506661294269,0000000172,0000000231,0000000254
0000000285,285,0.7016991543907111,0000000143,0000000239,0000000225
0000000286,286,0.8677064457888514,0000000196,0000000220,0000000114
0000000287,287,0.6856752540308451,0000000044,0000000184,0000000245
0000000288,288,0.9082193940757577,0000000257,0000000014,0000000138
0000000289,289,0.06307458479811483,0000000042,0000000129,0000000227
0000000290,290,0.4531308500853401,0000000246,0000000161,0000000057
0000000291,291,0.6806017792604633,0000000195,0000000104,0000000216
0000000292,292,0.8918204270622584,0000000082,0000000108,0000000094
0000000293,293,0.3904174325496639,0000000250,0000000046,0000000181
0000000294,294,0.7272026532835133,0000000288,0000000075,0000000142
0000000295,295,0.9881717059246432,0000000291,0000000194,0000000235
0000000296,296,0.9056210446422284,0000000083,0000000095,0000000072
0000000297,297,0.5266131398972437,0000000127,0000000254,0000000073
0000000298,298,0.1760949623357365,0000000237,0000000224,0000000262
0000000299,299,0.6894583336892968,0000000015,0000000280,0000000154
0000000300,300,0.5332442191076134,0000000131,0000000068,0000000277
0000000301,301,0.8807750138715549,0000000216,0000000262,0000000077
0000000302,302,0.7701647189097411,0000000114,0000000028,0000000226
0000000303,303,0.10351465212182728,0000000098,0000000018,0000000272
0000000304,304,0.3044603132610149,0000000225,0000000092,0000000144
0000000305,305,0.04337054860802152,0000000019,0000000008,0000000116
0000000306,306,0.32565678042226953,0000000225,0000000198,0000000085
0000000307,307,0.5245753384592243,0000000032,0000000085,0000000246
0000000308,308,0.842096695094641,0000000109,0000000165,0000000307
0000000309,309,0.1888498658240919,0000000172,0000000120,0000000168
0000000310,310,0.2660220510679048,0000000234,0000000263,0000000081
0000000311,311,0.004219846687975418,0000000298,0000000057,0000000271
0000000312,312,0.03079024369983753,0000000094,0000000043,0000000207
0000000313,313,0.7712972545133211,0000000043,0000000152,0000000082
0000000314,314,0.1868763179709189,0000000302,0000000288,0000000102
0000000315,315,0.13817224538859724,0000000256,0000000255,0000000051
0000000316,316,0.9454966851851888,0000000021,0000000294,0000000009
0000000317,317,0.16179373549214965,0000000141,0000000219,0000000109
0000000318,318,0.36750132640759614,0000000089,0000000164,0000000166
0000000319,319,0.2167216959562276,0000000228,0000000151,0000000312
0000000320,320,0.4259380483744702,0000000134,0000000277,0000000141
0000000321,321,0.11867545366024487,0000000197,0000000049,0000000170
0000000322,322,0.4959333166869846,0000000179,0000000226,0000000048
0000000323,323,0.29991483522374396,0000000152,0000000226,0000000143
0000000324,324,0.7906853990015997,0000000236,0000000059,0000000091
0000000325,325,0.688617529638377,0000000063,0000000161,0000000018
0000000326,326,0.8393296094860893,0000000056,0000000322,0000000019
0000000327,327,0.11630171794410377,0000000155,0000000086,0000000006
0000000328,328,0.874447914839845,0000000298,0000000042,0000000156
0000000329,329,0.8662991106374679,0000000232,0000000186,0000000132
0000000330,330,0.8677185968700218,0000000262,0000000139,0000000169
0000000331,331,0.42193943773634407,0000000067,0000000016,0000000098
0000000332,332,0.0990948427862298,0000000253,0000000302,0000000191
0000000333,333,0.2768229823849342,0000000301,0000000007,0000000184
0000000334,334,0.10701168246325322,0000000303,0000000088,0000000147
0000000335,335,0.14567243001075209,0000000194,0000000193,0000000179
0000000336,336,0.4417338141575224,0000000291,0000000317,0000000188
0000000337,337,0.7141887021737401,0000000334,0000000017,0000000294
0000000338,338,0.7962303417770665,0000000194,0000000167,0000000186
0000000339,339,0.0277466382065569,0000000053,0000000099,0000000007
0000000340,340,0.12235181299745661,0000000078,0000000232,0000000025
0000000341,341,0.2636979110443724,0000000178,0000000273,0000000260
0000000342,342,0.18078461753418343,0000000137,0000000062,0000000098
0000000343,343,0.20044412595405217,0000000280,0000000214,0000000226
0000000344,344,0.21177872415313903,0000000342,0000000234,0000000124
0000000345,345,0.9127929030660143,0000000031,0000000108,0000000205
0000000346,346,0.9789624353271593,0000000084,0000000053
0000000347,347,0.856787848599104,0000000161,0000000027,0000000322
0000000348,348,0.022005254798889914,0000000286,0000000288,0000000032
0000000349,349,0.22555633094470096,0000000306,0000000093,0000000190
0000000350,350,0.8261008911789637,0000000074,0000000130,0000000268
0000000351,351,0.2541511219010189,0000000146,0000000007,0000000184
0000000352,352,0.2858920674610279,0000000262,0000000214,0000000085
0000000353,353,0.3277998071162569,0000000094,0000000020,0000000006
0000000354,354,0.09873084935754359,0000000162,0000000094,0000000229
0000000355,355,0.6897034466837043,0000000134,0000000079,0000000189
0000000356,356,0.9925103130555832,0000000110,0000000001,0000000125
0000000357,357,0.3257715162722955,0000000326,0000000017,0000000147
0000000358,358,0.49979305001838675,0000000010,0000000307,0000000209
0000000359,359,0.0759638997464869,0000000151,0000000030,0000000324
0000000360,360,0.23244028188550797,0000000054,0000000335,0000000092
0000000361,361,0.9051950931606432,0000000081,0000000005,0000000305
0000000362,362,0.9481505343320014,0000000138,0000000207,0000000201
0000000363,363,0.016281462305411165,0000000033,0000000039,0000000079
0000000364,364,0.30794272514599874,0000000209,0000000046,0000000196
0000000365,365,0.8752016419196664,0000000308,0000000114
0000000366,366,0.4055769569839489,0000000357,0000000246,0000000057
0000000367,367,0.5362467885874144,0000000084,0000000024,0000000139
0000000368,368,0.5145645820761333,0000000101,0000000045,0000000077
0000000369,369,0.50839217602456,0000000147,0000000341,0000000250
0000000370,370,0.8531425200287814,0000000320,0000000283,0000000013
0000000371,371,0.5565552795354658,0000000026,0000000032,0000000263
0000000372,372,0.9804598648990427,0000000157,0000000222,0000000038
0000000373,373,0.048589725509561296,0000000245,0000000122,0000000226
0000000374,374,0.3599341043073224,0000000267,0000000274,0000000065
0000000375,375,0.2322143027330126,0000000188,0000000172,0000000054
0000000376,376,0.4327148577941334,0000000034,0000000081,0000000355
0000000377,377,0.9333152569300276,0000000333,0000000118,0000000150
0000000378,378,0.14700688393850106,0000000347,0000000318,0000000142
0000000379,379,0.09929228289363229,0000000211,0000000100,0000000094
0000000380,380,0.7926103927540804,0000000184,0000000260,0000000226
0000000381,381,0.8993274951868784,0000000249,0000000054,0000000220
0000000382,382,0.2519015668208,0000000361,0000000171,0000000080
0000000383,383,0.6200914644584137,0000000249,0000000118,0000000096
0000000384,384,0.7286933341572638,0000000032,0000000235,0000000369
0000000385,385,0.9038360834579771,0000000273,0000000203,0000000358
0000000386,386,0.803828691201733,0000000370,0000000167,0000000292
0000000387,387,0.8562693105502422,0000000070,0000000197,0000000021
0000000388,388,0.7490089245745322,0000000108,0000000344,0000000203
0000000389,389,0.8997085344246515,0000000299,0000000305,0000000149
0000000390,390,0.7346661352319747,0000000350,0000000189,0000000290
0000000391,391,0.1731093674204894,0000000203,0000000085,0000000062
0000000392,392,0.6770767766444563,0000000112,0000000343,0000000119
0000000393,393,0.662528655965032,0000000182,0000000184,0000000097
0000000394,394,0.5163514997229453,0000000240,0000000329,0000000160
0000000395,395,0.4077230626610222,0000000166,0000000118,0000000288
0000000396,396,0.8335123251330088,0000000337,0000000207,0000000373
0000000397,397,0.6790631188907601,0000000226,0000000072
0000000398,398,0.7556378738932534,0000000061,0000000080,0000000125
0000000399,399,0.5132032011582682,0000000345,0000000324,0000000092
0000000400,400,0.25042755341182293,0000000246,0000000039,0000000352
0000000401,401,0.17943431291735254,0000000028,0000000142,0000000139
0000000402,402,0.935662507253901,0000000139,0000000396,0000000063
0000000403,403,0.08946538391376803,0000000318,0000000153,0000000260
0000000404,404,0.0912176981448746,0000000153,0000000104,0000000220
0000000405,405,0.8706624294043859,0000000070,0000000214,0000000246
0000000406,406,0.5910850537855304,0000000231,0000000391,0000000282
0000000407,407,0.2832230498338759,0000000205,0000000368,0000000367
0000000408,408,0.8262065748632109,0000000349,0000000239,0000000086
0000000409,409,0.0252828028999402,0000000087,0000000367,0000000350
0000000410,410,0.07526197619099749,0000000399,0000000266,0000000040
0000000411,411,0.0005518873621502246,0000000168,0000000395,0000000187
0000000412,412,0.5914161448972554,0000000249,0000000200,0000000383
0000000413,413,0.3668357039569924,0000000090,0000000309,0000000113
0000000414,414,0.5636557346742561,0000000112,0000000123,0000000410
0000000415,415,0.11604170875013667,0000000041,0000000358,0000000273
0000000416,416,0.8393449755549438,0000000001,0000000085,0000000044
0000000417,417,0.5838304981557934,0000000220,0000000342,0000000007
0000000418,418,0.32052425601378504,0000000271,0000000190,0000000104
0000000419,419,0.9526331848097274,0000000236,0000000326,0000000140
0000000420,420,0.7775898727738656,0000000255,0000000045,0000000056
0000000421,421,0.9135481562392852,0000000012,0000000305,0000000020
0000000422,422,0.4262616057453656,0000000052,0000000251,0000000252
0000000423,423,0.2374873719058334,0000000406,0000000279,0000000299
0000000424,424,0.7564090932776978,0000000064,0000000051,0000000312
0000000425,425,0.9312049063846938,0000000421,0000000013
0000000426,426,0.09302234692412467,0000000384,0000000218,0000000381
0000000427,427,0.24144106117880126,0000000046,0000000121,0000000154
0000000428,428,0.6660745226391931,0000000208,0000000187,0000000329
0000000429,429,0.8973647971931035,0000000128,0000000203,0000000059
0000000430,430,0.6966542090904544,0000000282,0000000164,0000000299
0000000431,431,0.16282048660279944,0000000426,0000000159,0000000238
0000000432,432,0.25131405145069385,0000000412,0000000315,0000000166
0000000433,433,0.4677891333173034,0000000199,0000000264,0000000251
0000000434,434,0.29788849561106207,0000000178,0000000302,0000000427
0000000435,435,0.2923868813518381,0000000150,0000000060
0000000436,436,0.9721438358258939,0000000272,0000000290,0000000338
0000000437,437,0.431571142565013,0000000067,0000000417,0000000413
0000000438,438,0.48465115291894634,0000000141,0000000088,0000000132
0000000439,439,0.4855724772601985,0000000080,0000000362,0000000172
0000000440,440,0.4698150645234828,0000000022,0000000077,0000000265
0000000441,441,0.668829549080624,0000000144,0000000351,0000000090
0000000442,442,0.5003690580663448,0000000140,0000000166,0000000146
0000000443,443,0.13267448338764412,0000000130,0000000038,0000000439
0000000444,444,0.6496394011857893,0000000064,0000000128,0000000088
0000000445,445,0.6481386517716298,0000000252,0000000031,0000000106
0000000446,446,0.8284932314247619,0000000335,0000000318,0000000032
0000000447,447,0.8008146738062394,0000000127,0000000025,0000000322
0000000448,448,0.7305855329091746,0000000076,0000000170,0000000244
0000000449,449,0.3741097095839975,0000000164,0000000008,0000000328
0000000450,450,0.7883332412734614,0000000191,0000000245,0000000044
0000000451,451,0.8535536821410666,0000000105,0000000216,0000000344
0000000452,452,0.9646039286753427,0000000206,0000000106,0000000203
0000000453,453,0.39838748942959235,0000000400,0000000254,0000000385
0000000454,454,0.12132097280411631,0000000081,0000000377,0000000045
