0000000001,1,0.6511056441893227
0000000002,2,0.4838976172906696
0000000003,3,0.5826652463987078,0000000001
0000000004,4,0.1320354760429207,0000000001
0000000005,5,0.9218580669662338,0000000003
0000000047,47,0.5037192251915373,0000000037,0000000020
0000000048,48,0.7872760969620446
0000000049,49,0.5477988980903434,0000000045,0000000022
0000000050,50,0.25124767288999483,0000000016,0000000022
0000000051,51,0.9966112467261039,0000000006,0000000013
0000000052,52,0.9311356307671219,0000000031,0000000051
0000000053,53,0.38566779058831907,0000000010,0000000036
0000000054,54,0.7339898946087138,0000000020,0000000043
0000000055,55,0.0405599813964848
0000000056,56,0.5690892215970894,0000000019,0000000002
0000000057,57,0.1610102652099144,0000000025,0000000034
0000000058,58,0.38046699025918684
0000000059,59,0.24862923910421203,0000000046,0000000057
0000000060,60,0.18823637933059534,0000000035,0000000003
0000000061,61,0.11272046634776148,0000000012,0000000005
0000000062,62,0.1169222593363789,0000000004
0000000063,63,0.20589454766559556,0000000020,0000000052
0000000064,64,0.9739912253339664
0000000065,65,0.03539816956962078,0000000030,0000000029
0000000066,66,0.009584283562785678
0000000067,67,0.10532816964246629
0000000068,68,0.03612495777258082
0000000069,69,0.7119676693935743,0000000059,0000000031
0000000070,70,0.06679973249259948,0000000058,0000000033
0000000071,71,0.5378155825608304,0000000057,0000000066
0000000072,72,0.30286943597815286,0000000013,0000000002
0000000073,73,0.9469831254469594,0000000054,0000000069
0000000074,74,0.6489098822017747,0000000035,0000000034
0000000075,75,0.6166974590217764,0000000058,0000000048
0000000076,76,0.8530998170182412,0000000066,0000000073
0000000077,77,0.8324333498701535
0000000078,78,0.682722042763026,0000000022,0000000051
0000000079,79,0.5381271316884834
0000000080,80,0.6190466714163337
0000000081,81,0.14731805960355307,0000000003,0000000005
0000000082,82,0.1305382647763719
0000000083,83,0.1430877719731426,0000000023,0000000034
0000000084,84,0.4492563985843818,0000000081,0000000076
0000000085,85,0.3678443552262824,0000000031,0000000073
0000000086,86,0.6874405059661363
0000000087,87,0.5623786500060446,0000000033,0000000004
0000000088,88,0.5090609933764564
0000000089,89,0.22557435841689982
0000000090,90,0.09451960411952907,0000000039,0000000049
0000000091,91,0.8914344335130864,0000000081,0000000009
0000000092,92,0.5994041000486793,0000000033,0000000048
0000000093,93,0.16283791341460788,0000000002,0000000077
0000000094,94,0.630213432716849,0000000001,0000000042
0000000095,95,0.998893672320147,0000000012,0000000074
0000000096,96,0.9432506979295249,0000000025,0000000052
0000000097,97,0.268180043767553,0000000083,0000000030
0000000098,98,0.9964538724601317,0000000039,0000000051
0000000099,99,0.6116267743155981
0000000100,100,0.2774337650497264,0000000053,0000000062
0000000101,101,0.35990435832365786,0000000023,0000000006
0000000102,102,0.15074059252039831
0000000103,103,0.6263212524107425
0000000104,104,0.698319402585981,0000000102,0000000087
0000000105,105,0.01214963763145652
0000000106,106,0.31931075246107754,0000000076,0000000067
0000000107,107,0.25922894659100987
0000000108,108,0.8820952007539687
0000000109,109,0.6384239569259439,0000000040,0000000100
0000000110,110,0.438474513672626
0000000111,111,0.19375058629523872,0000000043,0000000026
0000000112,112,0.7087225314366876,0000000028,0000000025
0000000113,113,0.822364008910083,0000000031,0000000094
0000000114,114,0.31007516004959396,0000000020,0000000101
0000000115,115,0.15459169540351927
0000000116,116,0.28089940445484873
0000000117,117,0.2482795129029547,0000000003,0000000020
0000000118,118,0.12580767534130233,0000000072,0000000117
0000000119,119,0.5130113988617201,0000000075,0000000074
0000000120,120,0.9932108328235151,0000000116,0000000023
0000000121,121,0.278860332260684
0000000122,122,0.3758469245019355,0000000086,0000000038
0000000123,123,0.8721682732156273
0000000124,124,0.453399982726206
0000000125,125,0.6734293614521782,0000000069,0000000074
0000000126,126,0.2824415346552287
0000000127,127,0.3793177450981421,0000000093,0000000087
0000000128,128,0.1649328889520213
0000000129,129,0.745861982698694,0000000108,0000000059
0000000130,130,0.1346817844520422,0000000021,0000000102
0000000131,131,0.43142708127130897
0000000132,132,0.05254299274430691,0000000091,0000000054
0000000133,133,0.6755650572466212
0000000134,134,0.3289753649445287,0000000072,0000000095
0000000135,135,0.7010921522483801,0000000055,0000000020
0000000136,136,0.7746640100974229,0000000015,0000000004
0000000137,137,0.9985710295461748,0000000022,0000000087
0000000138,138,0.8875551938222773,0000000026,0000000048
0000000139,139,0.17824252110030306,0000000037,0000000096
0000000140,140,0.9716393434193724
0000000141,141,0.02324252966391501,0000000010,0000000042
0000000142,142,0.8724964512560913,0000000038,0000000124
0000000143,143,0.7824802053942413,0000000033
0000000144,144,0.6591473525559478,0000000098,0000000027
0000000145,145,0.2868104099714771
0000000146,146,0.16986200533901202,0000000113,0000000045
0000000147,147,0.5973642467522777,0000000079,0000000128
0000000148,148,0.10109594521271827,0000000105,0000000142
0000000149,149,0.06515354934071253
0000000150,150,0.773487661182013,0000000116,0000000095
0000000151,151,0.38428403752611767,0000000095,0000000088
0000000152,152,0.08437315515846358,0000000132,0000000046
0000000153,153,0.7228303634385717,0000000060,0000000022
0000000154,154,0.1504416038512494,0000000053,0000000037
0000000155,155,0.03533619840241499,0000000115,0000000041
0000000156,156,0.9760243993140842,0000000110,0000000089
0000000157,157,0.26113094826851224
0000000158,158,0.2954534478413268,0000000065,0000000058
0000000159,159,0.41575663042980776
0000000160,160,0.3454955353198391,0000000011,0000000154
0000000161,161,0.6618326574905145,0000000159,0000000148
0000000162,162,0.11295274107156258,0000000049,0000000052
0000000163,163,0.6567984802758673,0000000136,0000000039
0000000164,164,0.9993468097894251,0000000095,0000000146
0000000165,165,0.5120947285181583
0000000166,166,0.30314004830488234,0000000063,0000000022
0000000167,167,0.33611089666364957,0000000014,0000000010
0000000168,168,0.48304967466704046,0000000057,0000000048
0000000169,169,0.7854399081587352,0000000139,0000000065
0000000170,170,0.03276197613211874,0000000154,0000000143
0000000171,171,0.540395906379212,0000000003,0000000006
0000000172,172,0.9196330757586929,0000000101,0000000090
0000000173,173,0.9687640309125599,0000000103,0000000171
0000000174,174,0.4020921609345781
0000000175,175,0.28101731610985625
0000000176,176,0.5916649720303174,0000000058,0000000031
0000000177,177,0.05862054625212364
0000000178,178,0.26839668760833774
0000000179,179,0.8510554771595094,0000000142,0000000014
0000000180,180,0.5049840932021928,0000000080,0000000162
0000000181,181,0.5654977070007294,0000000023,0000000036
0000000182,182,0.3487972888622693,0000000094,0000000099
0000000183,183,0.71282882485746,0000000177,0000000060
0000000184,184,0.6264843177447204,0000000144,0000000011
0000000185,185,0.17097784419714196
0000000186,186,0.10696889811877507,0000000022,0000000150
0000000187,187,0.3414076558061185
0000000188,188,0.32879043478051606,0000000071,0000000150
0000000189,189,0.7010666658654514,0000000052,0000000148
0000000190,190,0.7049187206678055,0000000096,0000000142
0000000191,191,0.9514927561592738
0000000192,192,0.11068569985665958,0000000088,0000000080
0000000193,193,0.40951094556401685
0000000194,194,0.6154979326704371,0000000004,0000000149
0000000195,195,0.41094275067615843,0000000134,0000000082
0000000196,196,0.3556184000876199,0000000035,0000000067
0000000197,197,0.702556705533956,0000000037,0000000043
0000000198,198,0.6201517691000841
0000000199,199,0.2651195651884543,0000000158,0000000058
0000000200,200,0.9240691076804348,0000000069,0000000112
0000000201,201,0.6243995185157968
0000000202,202,0.3383842133847849,0000000150,0000000031
0000000203,203,0.041600567506040055,0000000049,0000000009
0000000204,204,0.1084906995719247,0000000147,0000000197
0000000205,205,0.1802761938828182,0000000001,0000000038
0000000206,206,0.6101028087553783,0000000106,0000000022
0000000207,207,0.8956686672939284
0000000208,208,0.8637886913482491,0000000057,0000000101
0000000209,209,0.25862138355320513,0000000190,0000000208
0000000210,210,0.1382807206839225
0000000211,211,0.42711627656194134,0000000069,0000000173
0000000212,212,0.6517950281024721
0000000213,213,0.18732921300049163,0000000118,0000000068
0000000214,214,0.38414215104563343
0000000215,215,0.006333050823677662
0000000216,216,0.9328095123694956
0000000217,217,0.12957354448348274,0000000192,0000000013
0000000218,218,0.9655267051714812
0000000219,219,0.6255637797359828,0000000191,0000000109
0000000220,220,0.7073935339110666,0000000128,0000000180
0000000221,221,0.493666680496778
0000000222,222,0.5477081924368765,0000000087,0000000007
0000000223,223,0.2857447236971774
0000000224,224,0.4214250635431745
0000000225,225,0.3645954832444102,0000000034,0000000171
0000000226,226,0.47932118040533217,0000000151,0000000010
0000000227,227,0.9508980066167888,0000000061,0000000153
0000000228,228,0.7412682396286481
0000000229,229,0.36026580381733603,0000000121,0000000004
0000000230,230,0.42877285658455017
0000000231,231,0.4668288175725211,0000000146,0000000153
0000000232,232,0.479499292315684,0000000210,0000000205
0000000233,233,0.5241096458910716
0000000234,234,0.8978323918282286
0000000235,235,0.8560450665708009,0000000004,0000000008
0000000236,236,0.5229596966656858,0000000185,0000000088
0000000237,237,0.7793641257620354,0000000206,0000000164
0000000238,238,0.3909579171205335,0000000174,0000000187
0000000239,239,0.8950468460377853,0000000068,0000000051
0000000240,240,0.849308333042646,0000000141,0000000169
0000000241,241,0.8309336403010641
0000000242,242,0.2500927505361289,0000000216,0000000172
0000000243,243,0.3202483066374445,0000000213,0000000174
0000000244,244,0.5739833454917921,0000000008,0000000055
0000000245,245,0.023668421106784274,0000000078,0000000169
0000000246,246,0.31759413976825396,0000000192,0000000180
0000000247,247,0.3041614701639228,0000000012,0000000157
0000000248,248,0.3883492334751501,0000000008,0000000158
0000000249,249,0.8594368724853017
0000000250,250,0.5871008850736782
0000000251,251,0.41897161224019175,0000000100,0000000120
0000000252,252,0.1422415777162881,0000000142,0000000196
0000000253,253,0.4077242238742103
0000000254,254,0.30211438850448535,0000000116,0000000239
0000000255,255,0.2498329404580777,0000000125,0000000096
0000000256,256,0.6057059035573996
0000000257,257,0.7745433021448507,0000000227,0000000037
0000000258,258,0.9718443188036923,0000000070,0000000156
0000000259,259,0.38101548369605825
0000000260,260,0.6224564247474053,0000000007,0000000225
0000000261,261,0.2764468441199842
0000000262,262,0.15089442028655412
0000000263,263,0.6240055613575457,0000000214,0000000082
0000000264,264,0.9280482236285655,0000000196,0000000099
0000000265,265,0.006869634131057642
0000000266,266,0.5280009904901056,0000000081,0000000237
0000000267,267,0.9866754426382511,0000000083,0000000149
0000000268,268,0.9945726579851363,0000000023,0000000198
0000000269,269,0.3776910876312578,0000000092,0000000026
0000000270,270,0.22584232642075677
0000000271,271,0.2811270069917735
0000000272,272,0.3972852441541661,0000000144,0000000045
0000000273,273,0.7561832304960354
0000000274,274,0.6004674935883845,0000000228,0000000257
0000000275,275,0.23195471149301203,0000000139,0000000176
0000000276,276,0.400270706883086
0000000277,277,0.2660861257159896,0000000008,0000000065
0000000278,278,0.683954301305071,0000000113,0000000104
0000000279,279,0.07746011384573236,0000000114,0000000106
0000000280,280,0.6836446770328606,0000000218,0000000176
0000000281,281,0.8220853257384511,0000000035,0000000063
0000000282,282,0.20795478416195337,0000000179,0000000086
0000000283,283,0.07149032245947785
0000000284,284,0.769071517393934,0000000270,0000000070
0000000285,285,0.6040712473811198,0000000121,0000000158
0000000286,286,0.9530561079730382,0000000181,0000000208
0000000287,287,0.8908421063997922
0000000288,288,0.5371802422610459
0000000289,289,0.34835707517678016,0000000087,0000000175
0000000290,290,0.609638142065047,0000000280,0000000266
0000000291,291,0.4928082638012099,0000000057,0000000119
0000000292,292,0.926175551727976
0000000293,293,0.6788235045052396,0000000250,0000000086
0000000294,294,0.032799450247834996
0000000295,295,0.26951364261816,0000000146,0000000124
0000000296,296,0.37720510366962273,0000000190,0000000266
0000000297,297,0.9838713510413841,0000000227,0000000241
0000000298,298,0.315195320397891,0000000142,0000000064
0000000299,299,0.6793234742456621
0000000300,300,0.6358490878613838,0000000188,0000000271
0000000301,301,0.9780879612821503,0000000094,0000000283
0000000302,302,0.7540143329471243
0000000303,303,0.6504331742771631,0000000296,0000000232
0000000304,304,0.8629671431049385
0000000305,305,0.7468682600897847,0000000078,0000000144
0000000306,306,0.39822698979244237,0000000275,0000000067
0000000307,307,0.21335378767904178,0000000018,0000000123
0000000308,308,0.6476784287352247
0000000309,309,0.8693818760158312,0000000130,0000000125
0000000310,310,0.6262806949998923,0000000208,0000000120
0000000311,311,0.2391871011470745
0000000312,312,0.6421200866323812,0000000092,0000000090
0000000313,313,0.955564772894952
0000000314,314,0.6720427984604059,0000000071,0000000010
0000000315,315,0.4609702784043915,0000000061,0000000180
0000000316,316,0.367306314142136,0000000086,0000000308
0000000317,317,0.2019046451315359
0000000318,318,0.80284705000227,0000000001,0000000231
0000000319,319,0.4558215396257178,0000000027,0000000211
0000000320,320,0.26394581119790334
0000000321,321,0.13877341652542227,0000000135,0000000279
0000000322,322,0.22443119878709863,0000000047,0000000305
0000000323,323,0.76892756915124,0000000110,0000000010
0000000324,324,0.22085594214679344,0000000293,0000000240
0000000325,325,0.6966917851125077
0000000326,326,0.38681004430189475,0000000228,0000000134
0000000327,327,0.3580622345728854,0000000236,0000000169
0000000328,328,0.22881033312964325
0000000329,329,0.2655310808726628,0000000101,0000000085
0000000330,330,0.5911692511253296,0000000068,0000000219
0000000331,331,0.33612241186472663
0000000332,332,0.06521700886746813
0000000333,333,0.05331986360778329
0000000334,334,0.7594253602060338,0000000127,0000000119
0000000335,335,0.8494826818852967,0000000218,0000000028
0000000336,336,0.1621944692388702,0000000305,0000000004
0000000337,337,0.08147868661389053
0000000338,338,0.4868551792689937,0000000042,0000000099
0000000339,339,0.21492713876568953,0000000115,0000000245
0000000340,340,0.13239236153875486
0000000341,341,0.4546621503249573,0000000255,0000000041
0000000342,342,0.5207408546404327,0000000206,0000000135
0000000343,343,0.42537405491047725,0000000307,0000000285
0000000344,344,0.22016713939329238,0000000105,0000000140
0000000345,345,0.05457674006043862
0000000346,346,0.36338762666142876,0000000088,0000000237
0000000347,347,0.23070038475004742,0000000106,0000000163
0000000348,348,0.6284381455561461,0000000004,0000000028
0000000349,349,0.8820788648433985,0000000064,0000000038
0000000350,350,0.10885841567943053,0000000090,0000000280
0000000351,351,0.17981468551262345,0000000310,0000000109
0000000352,352,0.18622381448802394,0000000069,0000000105
0000000353,353,0.2277250199663632,0000000163,0000000074
0000000354,354,0.8985958240869985,0000000268,0000000227
0000000355,355,0.39089794962278335,0000000302,0000000328
0000000356,356,0.7923212881501505,0000000248,0000000122
0000000357,357,0.17096904108660044,0000000019,0000000038
0000000358,358,0.21628594487080835,0000000007,0000000050
0000000359,359,0.9026663181581696,0000000079,0000000177
0000000360,360,0.9889742006251282,0000000292,0000000359
0000000361,361,0.5763307444707523,0000000108,0000000153
0000000362,362,0.9471912025452416,0000000143,0000000171
0000000363,363,0.04653078410622222,0000000151,0000000337
0000000364,364,0.5378545898786111,0000000205,0000000244
0000000365,365,0.09148906720868778
0000000366,366,0.0026816426646573835,0000000285,0000000318
0000000367,367,0.1810776757494213,0000000152,0000000098
0000000368,368,0.4586056984862391,0000000042,0000000056
0000000369,369,0.8280570621188664,0000000187,0000000335
0000000370,370,0.8363658140655292,0000000254,0000000330
0000000371,371,0.6084915066870439,0000000116,0000000020
0000000372,372,0.4301137127224241,0000000266,0000000113
0000000373,373,0.23491510213543065
0000000374,374,0.15822142022903637,0000000327,0000000117
0000000375,375,0.002064950888037589,0000000293,0000000216
0000000376,376,0.10054299574707491,0000000311,0000000004
0000000377,377,0.5723051915211339,0000000254,0000000345
0000000378,378,0.13194244711462078
0000000379,379,0.7246220816775459,0000000112,0000000177
0000000380,380,0.8566933474869474,0000000222,0000000087
0000000381,381,0.6419480736789109,0000000146,0000000276
0000000382,382,0.9408757644678354,0000000265,0000000298
0000000383,383,0.26854256628188483,0000000140,0000000162
0000000384,384,0.42821278911300686,0000000165,0000000038
0000000385,385,0.043716544334847,0000000014,0000000313
0000000386,386,0.05970110334270285,0000000366,0000000177
0000000387,387,0.9483487937029305,0000000328,0000000224
0000000388,388,0.8825399302491032,0000000268,0000000064
0000000389,389,0.8155808837037043
0000000390,390,0.9943474696848701,0000000274,0000000226
0000000391,391,0.7010349905897914,0000000276,0000000182
0000000392,392,0.4181228145605891,0000000078,0000000176
0000000393,393,0.44389226622124955,0000000305
0000000394,394,0.3140544325384263
0000000395,395,0.6698368416464519
0000000396,396,0.3251404694511103
0000000397,397,0.9088001416331387
0000000398,398,0.11459451674341949,0000000073,0000000220
0000000399,399,0.2614597909540956,0000000213,0000000046
0000000400,400,0.7928759847674292,0000000223,0000000015
0000000401,401,0.1299641114176907,0000000133,0000000314
0000000402,402,0.07303376676030265
0000000403,403,0.670175775336819,0000000317,0000000280
0000000404,404,0.5895195403524468,0000000380,0000000085
0000000405,405,0.7940385571519002
0000000406,406,0.24343654398657366,0000000222,0000000269
0000000407,407,0.006272743639881161
0000000408,408,0.7517858573504874
0000000409,409,0.7393153636869549,0000000277,0000000015
0000000410,410,0.6465140980862323,0000000277,0000000230
0000000411,411,0.3122627413312061,0000000016,0000000054
0000000412,412,0.48082908399217145
0000000413,413,0.9211066919451101
0000000414,414,0.36318159107427944,0000000153,0000000272
0000000415,415,0.6405299672365787,0000000105,0000000094
0000000416,416,0.7544864368309976,0000000174,0000000180
0000000417,417,0.60092721078538,0000000080,0000000297
0000000418,418,0.15376584082661182,0000000211,0000000339
0000000419,419,0.874631061033802,0000000400,0000000280
0000000420,420,0.17203656417873558,0000000191,0000000142
0000000421,421,0.016042094279191926
0000000422,422,0.8802388466532771
0000000423,423,0.6593081776598574,0000000314,0000000386
0000000424,424,0.7700058523990702
0000000425,425,0.7439010970388747,0000000415
0000000426,426,0.06597338116124682
0000000427,427,0.9653946869593493,0000000106,0000000089
0000000428,428,0.28365821136567987,0000000381,0000000149
0000000429,429,0.22895029127892666,0000000051,0000000083
0000000430,430,0.29330617281886057
0000000431,431,0.5126282055650961,0000000370,0000000423
0000000432,432,0.042982040042772014,0000000373,0000000017
0000000433,433,0.2300749145775342,0000000154,0000000149
0000000434,434,0.8803875610834041
0000000435,435,0.5535317022320698,0000000341,0000000385
0000000436,436,0.6871179291812796,0000000424,0000000169
0000000437,437,0.03814153408979619
0000000438,438,0.2690622310126094,0000000198,0000000153
0000000439,439,0.6834544904555486
0000000440,440,0.6296861582766075,0000000253,0000000049
0000000441,441,0.3303751366846836,0000000376,0000000164
0000000442,442,0.09258134471822452
0000000443,443,0.29664708323551864,0000000103,0000000127
0000000444,444,0.8038570735237432
0000000445,445,0.6522361632777982,0000000420,0000000073
0000000446,446,0.24438098737293656,0000000034,0000000440
0000000447,447,0.7280481452252552,0000000215,0000000091
0000000448,448,0.22405019704716167,0000000203,0000000405
0000000449,449,0.9395778764657324,0000000197,0000000364
0000000450,450,0.20088225047743163
0000000451,451,0.666703801231154,0000000308,0000000028
0000000452,452,0.1411563527008243,0000000399,0000000297
0000000453,453,0.13383556035717667
0000000454,454,0.12388789488152456,0000000308,0000000302
0000000455,455,0.9780108953019758,0000000289,0000000317
0000000456,456,0.966838564575895,0000000208,0000000086
0000000457,457,0.45293480979924094,0000000295,0000000079
0000000458,458,0.6155631202463019,0000000311,0000000416
0000000459,459,0.4794512424746048,0000000437,0000000386
0000000460,460,0.5735077594066103,0000000093,0000000400
0000000461,461,0.6944610036521067,0000000015,0000000452
0000000462,462,0.8105873652586807,0000000139,0000000321
0000000463,463,0.2710347894931578,0000000230,0000000224
0000000464,464,0.8916090934483959,0000000135,0000000235
0000000465,465,0.808983669037243,0000000141,0000000057
0000000466,466,0.5331802763760648
0000000467,467,0.37000983984488117,0000000028,0000000389
0000000468,468,0.31391574264044775,0000000462,0000000191
0000000469,469,0.1952217162417469
0000000470,470,0.05873740010765033,0000000165,0000000072
0000000471,471,0.89623243280397
0000000472,472,0.5538654199859288,0000000272,0000000262
0000000473,473,0.4465715559790606,0000000427,0000000103
0000000474,474,0.8211683892629096,0000000309,0000000393
0000000475,475,0.3609523954613796,0000000350,0000000387
0000000476,476,0.7770761530078758,0000000201,0000000417
0000000477,477,0.2931060285479336,0000000358,0000000072
0000000478,478,0.9322787440049964,0000000453,0000000309
0000000479,479,0.5564999648254781
0000000480,480,0.9003892529279768,0000000310,0000000466
0000000481,481,0.7936517842465647,0000000462,0000000270
0000000482,482,0.14572766946463586,0000000399,0000000314
0000000483,483,0.08355585219679955,0000000270,0000000228
0000000484,484,0.37398014309477134,0000000371,0000000124
0000000485,485,0.642494686297853,0000000107,0000000105
0000000486,486,0.9447850153007779
0000000487,487,0.3422809816819619
0000000488,488,0.3987414524641815,0000000311,0000000451
0000000489,489,0.7148277283649058
0000000490,490,0.9520866819174609
0000000491,491,0.735097807015305,0000000470,0000000386
0000000492,492,0.14851837897900744,0000000078,0000000069
0000000493,493,0.1171027362563461,0000000453,0000000174
0000000494,494,0.9229652653497522,0000000129,0000000475
0000000495,495,0.48408870608019716,0000000060,0000000320
0000000496,496,0.46386488849511265,0000000280,0000000067
0000000497,497,0.03035293629309133
0000000498,498,0.02624710500078509,0000000194,0000000104
0000000499,499,0.5768304861705384,0000000333,0000000437
0000000500,500,0.01025156377293269
0000000501,501,0.23396723382672593,0000000101,0000000247
0000000502,502,0.009235785207907556
0000000503,503,0.0677344415276285
0000000504,504,0.6399800064282098,0000000070,0000000221
0000000505,505,0.9431496905885247
0000000506,506,0.4377488661249603,0000000063,0000000311
0000000507,507,0.5893404720048097,0000000206,0000000274
0000000508,508,0.07564961926798565
0000000509,509,0.10433856591961944,0000000305,0000000181
0000000510,510,0.49030501754173667,0000000116,0000000204
0000000511,511,0.8096019311540364
0000000512,512,0.6001387639780168,0000000143,0000000008
0000000513,513,0.34350791691357535,0000000437,0000000303
0000000514,514,0.8655307376648966,0000000509,0000000355
0000000515,515,0.6017315548091877
0000000516,516,0.41356967525580135,0000000056,0000000089
0000000517,517,0.6717639910999808,0000000515,0000000104
0000000518,518,0.16827719511483505,0000000491,0000000480
0000000519,519,0.21972208235008941,0000000165,0000000236
0000000520,520,0.7722235450427111,0000000334,0000000303
0000000521,521,0.6364779904008201
0000000522,522,0.007563980358894571,0000000097
0000000523,523,0.215197142870354,0000000185,0000000372
0000000524,524,0.5598838149474864
0000000525,525,0.9610463439024264,0000000018,0000000122
0000000526,526,0.23007623190881113,0000000252,0000000134
0000000527,527,0.25783548172939125,0000000444,0000000320
0000000528,528,0.2856499429191166
0000000529,529,0.5643660651668085,0000000230,0000000139
0000000530,530,0.12325441845804269
0000000531,531,0.2798888443994625,0000000317,0000000302
0000000532,532,0.23200954321272838,0000000371,0000000209
0000000533,533,0.9985256483245974,0000000112,0000000156
0000000534,534,0.7727528615427065,0000000345,0000000366
0000000535,535,0.6590918571812783
0000000536,536,0.09562523357839468,0000000236,0000000187
0000000537,537,0.02636854921297643
0000000538,538,0.15081557091684167
0000000539,539,0.7188487024252732
0000000540,540,0.08284526958647599,0000000535,0000000157
0000000541,541,0.27403491899280813,0000000425,0000000197
0000000542,542,0.4676600553018627,0000000338,0000000284
0000000543,543,0.4400050267266482,0000000451,0000000334
0000000544,544,0.9477942528247245,0000000401,0000000450
0000000545,545,0.4736161556237251
0000000546,546,0.14069706961693462,0000000182,0000000466
0000000547,547,0.7746078236183286,0000000408,0000000503
0000000548,548,0.45995400185359414,0000000510,0000000144
0000000549,549,0.688297758253378,0000000423,0000000466
0000000550,550,0.5906342226148238,0000000287,0000000424
0000000551,551,0.4435552898720271,0000000311,0000000238
0000000552,552,0.9104874834709338,0000000373,0000000249
0000000553,553,0.6253762171479408
0000000554,554,0.29077490287087504,0000000496,0000000465
0000000555,555,0.9103182361191355,0000000283,0000000332
0000000556,556,0.27706845521855433
0000000557,557,0.6364135496031443,0000000071,0000000286
0000000558,558,0.26284394560832786,0000000503,0000000094
0000000559,559,0.41409174641003,0000000463,0000000195
0000000560,560,0.06936877945162444,0000000458,0000000275
0000000561,561,0.301371904552359
0000000562,562,0.17616378442009956,0000000193,0000000283
0000000563,563,0.9547688684360144,0000000127,0000000498
0000000564,564,0.24115818348677426,0000000286,0000000414
0000000565,565,0.05026198382359894
0000000566,566,0.8679407084163263
0000000567,567,0.14178587496971365
0000000568,568,0.8003264078894754,0000000256,0000000123
0000000569,569,0.20822622453613704
0000000570,570,0.8901512386853353,0000000319,0000000569
0000000571,571,0.40161594346275736,0000000177,0000000013
0000000572,572,0.10043000420383592
0000000573,573,0.3089352159941021,0000000287,0000000206
0000000574,574,0.5821244044594647
0000000575,575,0.5086960135350231,0000000338,0000000282
0000000576,576,0.5567966680196738,0000000525,0000000572
0000000577,577,0.9563765957289444,0000000520,0000000018
0000000578,578,0.681287048645787,0000000257,0000000061
0000000579,579,0.5882953934677424,0000000096,0000000253
0000000580,580,0.9428251203509563,0000000490,0000000426
0000000581,581,0.058559326207298625,0000000183,0000000450
0000000582,582,0.94899533044105,0000000207,0000000447
0000000583,583,0.31426616494398113
0000000584,584,0.45585922443981336,0000000501,0000000441
0000000585,585,0.832860217837167,0000000006,0000000308
0000000586,586,0.4830395819181387,0000000293,0000000514
0000000587,587,0.6156223299704436
0000000588,588,0.6797751996074622
0000000589,589,0.13302130748510196,0000000137,0000000298
0000000590,590,0.12714748424576428,0000000142,0000000477
0000000591,591,0.7566658615938262,0000000422,0000000288
0000000592,592,0.15821879453969145
0000000593,593,0.2887810920752289,0000000023,0000000078
0000000594,594,0.71211400916702
0000000595,595,0.5996260820730075,0000000343,0000000376
0000000596,596,0.06198862121836476
0000000597,597,0.8413500439163701,0000000335,0000000273
0000000598,598,0.9668237936356412
0000000599,599,0.0295115895533178
0000000600,600,0.6305492043769975,0000000223,0000000466
