0000000002,2,0.22639681312995177
0000000006,6,0.9599051722355543,0000000002
0000000319,319,0.9823447069398825
0000000005,5,0.7811949789386228
0000000001,1,0.12312995355853923
0000000009,9,0.9588616468557392,0000000005
0000000102,102,0.1729331195889905,0000000095,0000000013
0000000769,769,0.919073599502613,0000000011,0000000102
0000000220,220,0.8924892974126977
0000000248,248,0.7952401303980264,0000000211,0000000106
0000000074,74,0.8265436953530154,0000000003,0000000017
0000000251,251,0.756300990319272,0000000026,0000000041
0000000602,602,0.816698271263213,0000000018,0000000157
0000000190,190,0.7772224816199164,0000000049,0000000102
0000000154,154,0.7778403672109975
0000000206,206,0.7575458740322207
0000000236,236,0.7715695130951076,0000000072,0000000207
0000000457,457,0.776911855043301
0000000101,101,0.3886451742373032,0000000095,0000000021
0000000656,656,0.7516851480040977
0000000146,146,0.3819007164710026,0000000138,0000000102
0000000014,14,0.5548627378098602,0000000007,0000000012
0000000147,147,0.7025681107388282,0000000146
0000000112,112,0.3363028404660666
0000000045,45,0.2497957838837479,0000000013,0000000009
0000000088,88,0.7571385737731663,0000000048,0000000078
0000000326,326,0.7759190406803869
0000000066,66,0.2925145936341965
0000000124,124,0.2272078741239355,0000000045,0000000066
0000000163,163,0.6396094242608188
0000000379,379,0.8415410165331549,0000000206,0000000029
0000000093,93,0.7518450190163329,0000000014,0000000026
0000000275,275,0.7394689818703934
0000000038,38,0.4365784210286926,0000000003
0000000778,778,0.6975229305190158
0000000037,37,0.10063514953550336
0000000249,249,0.9727464142732783,0000000037,0000000167
0000000500,500,0.8663467562987738
0000000105,105,0.4571612444108363,0000000101,0000000047
0000000729,729,0.7272563070322765,0000000338,0000000112
0000000098,98,0.6147968267143415,0000000042,0000000096
0000000698,698,0.7857208591863111
0000000181,181,0.8878086343948967,0000000081,0000000089
0000000616,616,0.8234739379801428,0000000198,0000000007
0000000367,367,0.7403773081433205
0000000140,140,0.7018893472700284,0000000036,0000000032
0000000135,135,0.21183519394354286,0000000028,0000000038
0000000619,619,0.7347733928745477
0000000173,173,0.29594902304816956,0000000124,0000000001
0000000416,416,0.8247272011432325,0000000249,0000000017
0000000483,483,0.9951535857298044,0000000173,0000000080
0000000104,104,0.20265716774735987,0000000067,0000000103
0000000610,610,0.7325953100274282
0000000179,179,0.7717006058822069,0000000010,0000000105
0000000107,107,0.33924022452841956,0000000106,0000000023
0000000193,193,0.9542618310157369,0000000107,0000000059
0000000110,110,0.08062264724454075,0000000080
0000000144,144,0.13704913044421604,0000000026,0000000085
0000000052,52,0.3309636951927222,0000000021,0000000038
0000000536,536,0.774162404390113
0000000136,136,0.29292782659783184
0000000554,554,0.7375387315422085
0000000487,487,0.7138680709148174
0000000578,578,0.9768180855141625,0000000136,0000000209
0000000141,141,0.02016319953303956,0000000074,0000000110
0000000196,196,0.9118333229705102,0000000098,0000000141
0000000050,50,0.3537926769065295,0000000009,0000000001
0000000645,645,0.6971414797100762,0000000193,0000000147
0000000262,262,0.5233978864587339,0000000071,0000000189
0000000084,84,0.07409636228908971,0000000021,0000000040
0000000192,192,0.7199625568349314,0000000052,0000000043
0000000301,301,0.9323955963961681,0000000262,0000000050
0000000242,242,0.7477533110554196,0000000209,0000000136
0000000228,228,0.8350321368176395,0000000135,0000000192
0000000341,341,0.8109790599773459,0000000083,0000000084
0000000468,468,0.8419481331209271,0000000001,0000000192
0000000133,133,0.6162061835103049,0000000020,0000000104
0000000470,470,0.7322164122159805,0000000055,0000000140
0000000383,383,0.7134169876017455,0000000192,0000000338
0000000492,492,0.6958585746781727
0000000394,394,0.7874528066173577,0000000120,0000000285
0000000728,728,0.7430559549681528
0000000767,767,0.7858512650850201,0000000344,0000000133
0000000551,551,0.8576748771414767,0000000018,0000000468
0000000199,199,0.05877876478674711,0000000105,0000000124
0000000166,166,0.252878291705813,0000000013,0000000144
0000000328,328,0.8196633188649137,0000000199,0000000269
0000000057,57,0.423107765407051,0000000010,0000000036
0000000218,218,0.6023838036823371,0000000003,0000000199
0000000119,119,0.7498065062636711,0000000001,0000000047
0000000749,749,0.8100623144680726,0000000101,0000000119
0000000318,318,0.8195904227152762
0000000200,200,0.13033630191804613,0000000144,0000000173
0000000068,68,0.6589700133301695
0000000227,227,0.98824538890821,0000000200,0000000032
0000000292,292,0.5462844232760972,0000000057,0000000042
0000000160,160,0.4685907250319557,0000000049,0000000127
0000000271,271,0.7316390298312918,0000000064,0000000160
0000000305,305,0.8809905369371037,0000000095,0000000292
0000000097,97,0.011566397209055609,0000000041,0000000043
0000000621,621,0.7466556509124682
0000000197,197,0.6131039502287802,0000000163,0000000166
0000000155,155,0.605365214394259,0000000031,0000000071
0000000502,502,0.7314547802545166,0000000146,0000000057
0000000791,791,0.6642696250651273,0000000509,0000000014
0000000182,182,0.12701023895406993,0000000097,0000000165
0000000178,178,0.47126092172071943
0000000247,247,0.850903322826318,0000000197,0000000182
0000000428,428,0.6879344173262023
0000000415,415,0.7019065504523456,0000000173,0000000057
0000000214,214,0.7376348592753804,0000000133,0000000103
0000000517,517,0.881165462078072,0000000110,0000000214
0000000666,666,0.7089182394323563
0000000092,92,0.4555895512921097,0000000088,0000000004
0000000688,688,0.6927400540584516
0000000229,229,0.26870757911333876,0000000178,0000000207
0000000314,314,0.5943164719470748,0000000141,0000000301
0000000663,663,0.9438074751998184,0000000314,0000000197
0000000170,170,0.5870948858702794
0000000342,342,0.9820508773613257,0000000218,0000000170
0000000194,194,0.7189828185420252,0000000136,0000000072
0000000180,180,0.20289864318158174,0000000080,0000000112
0000000352,352,0.6962260642409406,0000000190,0000000209
0000000363,363,0.6587873121018928,0000000010,0000000234
0000000307,307,0.2906890324053519
0000000429,429,0.9115956662086769,0000000051,0000000307
0000000302,302,0.7694286996747266,0000000015,0000000227
0000000280,280,0.9014118322201226,0000000229,0000000110
0000000633,633,0.7171151449877451
0000000215,215,0.6636416092592843,0000000037,0000000180
0000000323,323,0.7458956823079061,0000000097,0000000048
0000000330,330,0.2691140920260406
0000000129,129,0.7200908033802473,0000000030,0000000022
0000000132,132,0.5591327316311838
0000000267,267,0.6481905766573433
0000000268,268,0.7593731394688197,0000000242,0000000111
0000000353,353,0.6022977637385849,0000000037,0000000170
0000000358,358,0.6671235166206669
0000000063,63,0.15662551487307871,0000000028,0000000055
0000000164,164,0.3686076241388971,0000000143,0000000132
0000000272,272,0.6476013122665105,0000000063,0000000215
0000000406,406,0.6589316477954477
0000000681,681,0.811803229688929,0000000663,0000000098
0000000382,382,0.8470984806244143,0000000086,0000000353
0000000202,202,0.09263171783921989,0000000141,0000000084
0000000444,444,0.7961494442696694,0000000242,0000000330
0000000128,128,0.39042119078615795,0000000002,0000000120
0000000609,609,0.8448179532766803,0000000065,0000000342
0000000432,432,0.6015626809814543
0000000252,252,0.0673315361612114,0000000248,0000000163
0000000221,221,0.737410750815535,0000000196,0000000143
0000000175,175,0.19877093395346912
0000000355,355,0.6901205859262087,0000000141,0000000175
0000000289,289,0.5627059465828421,0000000252,0000000066
0000000171,171,0.5055699685704083
0000000596,596,0.9734577400454933,0000000044,0000000171
0000000176,176,0.23463588367667607,0000000128,0000000094
0000000581,581,0.8527214720854303,0000000221,0000000262
0000000360,360,0.9203960732555632,0000000202,0000000344
0000000315,315,0.5996915852254875,0000000173,0000000247
0000000224,224,0.2523611342926145,0000000110,0000000175
0000000293,293,0.9087175203128556,0000000176,0000000224
0000000256,256,0.1936068014727112,0000000178,0000000029
0000000255,255,0.2944236709120449
0000000361,361,0.9790925553248034,0000000256,0000000255
0000000687,687,0.7146179161154796,0000000164,0000000195
0000000172,172,0.5117388972655581,0000000108,0000000002
0000000158,158,0.16509822934807925,0000000055,0000000048
0000000259,259,0.15184892008120723,0000000147,0000000049
0000000100,100,0.07233309150878113,0000000072,0000000037
0000000313,313,0.9132302672011552,0000000068,0000000259
0000000312,312,0.7553788175542742,0000000158,0000000289
0000000027,27,0.7198356168677701,0000000009,0000000002
0000000544,544,0.8051981455754256,0000000229,0000000312
0000000797,797,0.7623947473749217,0000000688,0000000100
0000000425,425,0.619793186448063
0000000322,322,0.8999766430604937,0000000025,0000000312
0000000683,683,0.6537999277236533
0000000607,607,0.6819214516878563
0000000304,304,0.7562652492619831,0000000259,0000000031
0000000184,184,0.42444987009814067,0000000155,0000000103
0000000232,232,0.07058295034308684,0000000160,0000000132
0000000335,335,0.9596256709650308,0000000232,0000000330
0000000276,276,0.13153169068676956,0000000209,0000000090
0000000253,253,0.03526576611571483
0000000332,332,0.3326525709406303,0000000172,0000000253
0000000204,204,0.41562386876358354,0000000092,0000000077
0000000740,740,0.60196006391266
0000000125,125,0.3418601571036151,0000000030,0000000067
0000000099,99,0.3210465277373118
0000000150,150,0.25249491916381805,0000000001,0000000079
0000000337,337,0.7234401956565256,0000000022,0000000332
0000000187,187,0.30738072068515254,0000000090,0000000180
0000000321,321,0.7583252214263085,0000000175,0000000276
0000000201,201,0.15346146630145674,0000000175,0000000157
0000000327,327,0.8797813806196266,0000000187,0000000105
0000000377,377,0.35333728723844376,0000000092,0000000008
0000000219,219,0.2583411108508154,0000000191,0000000111
0000000397,397,0.8980603100802189,0000000078,0000000377
0000000351,351,0.8146713014264223,0000000219,0000000013
0000000474,474,0.6171455863254743,0000000313,0000000099
0000000677,677,0.7072979198077352,0000000189,0000000315
0000000451,451,0.8300361474235259,0000000165,0000000219
0000000213,213,0.6432707091664562,0000000047,0000000088
0000000306,306,0.12321899766675345,0000000146,0000000133
0000000205,205,0.7323937877376379,0000000204,0000000150
0000000343,343,0.74220337267297,0000000201,0000000306
0000000061,61,0.11570428570427309
0000000540,540,0.9188763641145353,0000000213,0000000061
0000000139,139,0.19755489956826816,0000000037,0000000118
0000000126,126,0.05386987151706587,0000000029,0000000081
0000000427,427,0.7571524869725922,0000000164
0000000359,359,0.8515379805671178,0000000061,0000000293
0000000174,174,0.36621984767654614,0000000102,0000000026
0000000223,223,0.7389678828900825,0000000165,0000000193
0000000725,725,0.679895977110839,0000000139,0000000292
0000000362,362,0.9817515329766339,0000000174,0000000048
0000000638,638,0.6991768768642229,0000000267,0000000009
0000000410,410,0.6078910817833126,0000000275,0000000088
0000000329,329,0.7323406384086786,0000000125,0000000200
0000000392,392,0.6495905049274624,0000000143,0000000136
0000000347,347,0.1359700888457163,0000000218,0000000126
0000000357,357,0.7706328076127583,0000000347,0000000006
0000000703,703,0.9139685799482008,0000000347,0000000645
0000000646,646,0.690903166424788
0000000257,257,0.33399217978065343
0000000161,161,0.2566455350302594,0000000026,0000000010
0000000477,477,0.6959068401797299,0000000051,0000000432
0000000398,398,0.6171157813941774,0000000351,0000000307
0000000757,757,0.6384240571898555,0000000621,0000000184
0000000300,300,0.46362653948160754
0000000381,381,0.6923177376109229,0000000024,0000000300
0000000708,708,0.5776599163761285
0000000606,606,0.598707598879583,0000000198,0000000104
0000000309,309,0.699604139795894,0000000215,0000000257
0000000622,622,0.8718952774660264,0000000309,0000000330
0000000570,570,0.643989361346359
0000000617,617,0.7203939977932158,0000000161,0000000172
0000000657,657,0.5662111504547074,0000000130,0000000129
0000000675,675,0.9334690775526499,0000000657,0000000088
0000000053,53,0.34988717253090335,0000000036,0000000040
0000000113,113,0.5459440644605238,0000000056,0000000005
0000000662,662,0.6441003982619747,0000000200,0000000621
0000000284,284,0.6205865222515966,0000000030,0000000053
0000000238,238,0.04828171285853489
0000000469,469,0.6433267651957748
0000000402,402,0.6647142265139974,0000000398,0000000180
0000000462,462,0.6449000889685038,0000000298,0000000027
0000000261,261,0.5110613688416684
0000000686,686,0.6218284642677075
0000000510,510,0.7793975084340456,0000000402,0000000071
0000000388,388,0.8666982766599811,0000000059,0000000261
0000000726,726,0.6454562937976975,0000000074,0000000388
0000000153,153,0.028047619556468114,0000000039,0000000120
0000000246,246,0.5967091528091101,0000000175,0000000184
0000000572,572,0.812242656182838,0000000246,0000000044
0000000446,446,0.60642052692988
0000000424,424,0.2924711335912294
0000000168,168,0.5095347599679523,0000000043,0000000153
0000000303,303,0.29452543298344547,0000000024,0000000255
0000000391,391,0.989365493413343,0000000303,0000000204
0000000437,437,0.4067451476440658,0000000075,0000000102
0000000325,325,0.10753051724576305
0000000240,240,0.09097330032845806,0000000238,0000000148
0000000403,403,0.3984871162429222,0000000001,0000000326
0000000263,263,0.24406999434520874
0000000387,387,0.6885687428429188,0000000105,0000000325
0000000655,655,0.9609172773844994,0000000387,0000000017
0000000409,409,0.9216166304797381,0000000240,0000000263
0000000798,798,0.6179811168038576,0000000236,0000000602
0000000380,380,0.575032979297955
0000000531,531,0.7163842478499336,0000000510,0000000332
0000000605,605,0.5783774180455594,0000000554,0000000125
0000000561,561,0.49861551879224286,0000000173,0000000337
0000000116,116,0.6786654889868343,0000000103,0000000019
0000000453,453,0.621523104866281,0000000014,0000000036
0000000731,731,0.5242439863679149,0000000510,0000000219
0000000399,399,0.6704392107737225,0000000093,0000000251
0000000465,465,0.6529554623562029,0000000424,0000000392
0000000490,490,0.48671650430691676
0000000459,459,0.7037033250397708,0000000409,0000000038
0000000046,46,0.00586827245603057,0000000038,0000000014
0000000404,404,0.5114866042881813,0000000319,0000000227
0000000279,279,0.10193997304532229,0000000217,0000000019
0000000727,727,0.4913348573569703,0000000155,0000000507
0000000241,241,0.12138486483987902,0000000198,0000000199
0000000422,422,0.845205795947176,0000000241,0000000046
0000000243,243,0.6459400537805812,0000000159,0000000207
0000000162,162,0.5513981352836951,0000000009,0000000161
0000000336,336,0.6262094118235139,0000000019,0000000279
0000000316,316,0.4745630301701124
0000000758,758,0.5677143576788187
0000000346,346,0.5506328389004563,0000000207,0000000276
0000000461,461,0.37673142577402363,0000000144,0000000398
0000000648,648,0.9223115759588537,0000000341,0000000461
0000000137,137,0.6310487052577799
0000000258,258,0.3939970853555716
0000000447,447,0.9268793515326523,0000000424,0000000258
0000000438,438,0.8020332754792047,0000000258,0000000403
0000000737,737,0.7307537273119719,0000000258,0000000221
0000000210,210,0.3097712441456716,0000000201,0000000048
0000000386,386,0.3392561283523087
0000000239,239,0.5730339684339913,0000000065,0000000060
0000000295,295,0.06257589470450152,0000000180,0000000256
0000000114,114,0.4363307824629219
0000000245,245,0.4071340635080797
0000000476,476,0.3488607932849357
0000000598,598,0.536628441962095,0000000200,0000000022
0000000408,408,0.5805571843164212,0000000184,0000000259
0000000308,308,0.4763976907732201,0000000295,0000000154
0000000724,724,0.43102392652509236,0000000153,0000000280
0000000488,488,0.9905167116359676,0000000164,0000000476
0000000185,185,0.556625381148759,0000000111,0000000135
0000000331,331,0.31411208821780084
0000000149,149,0.4666468710501706
0000000529,529,0.9197191234410449,0000000232,0000000331
0000000532,532,0.9498540465190538,0000000130,0000000149
0000000442,442,0.49886390851477674,0000000386,0000000092
0000000560,560,0.7845806963548164,0000000060,0000000346
0000000715,715,0.704994195603426,0000000362,0000000529
0000000556,556,0.8303049436671939,0000000046,0000000331
0000000669,669,0.5280013644139724
0000000481,481,0.4064308991036241,0000000040,0000000291
0000000142,142,0.4873254675082824,0000000030,0000000111
0000000559,559,0.494716075062794,0000000076,0000000490
0000000152,152,0.3075310428868377,0000000099,0000000070
0000000169,169,0.15413535047660762,0000000065,0000000147
0000000458,458,0.7752042026487912,0000000194,0000000169
0000000491,491,0.5883842999122546,0000000152,0000000313
0000000496,496,0.5873041959318863,0000000387,0000000490
0000000545,545,0.6817691092170244,0000000458,0000000115
0000000738,738,0.4725110141311841
0000000266,266,0.4381501850202119,0000000254,0000000135
0000000742,742,0.5985385172774162
0000000711,711,0.4034365171477778,0000000688,0000000163
0000000590,590,0.43282301887597524,0000000581,0000000460
0000000131,131,0.4207139361673191,0000000117,0000000094
0000000208,208,0.4550889969412572
0000000615,615,0.46517388988948544
0000000273,273,0.300533414215961,0000000134,0000000067
0000000795,795,0.7978738405239416,0000000435,0000000738
0000000733,733,0.5569978604233355,0000000263,0000000136
0000000384,384,0.5498183757081183,0000000047,0000000037
0000000348,348,0.008058227389928833,0000000248,0000000206
0000000472,472,0.7232171174070132,0000000273,0000000017
0000000555,555,0.4937731182790615,0000000453,0000000202
0000000716,716,0.441778820980268,0000000437,0000000301
0000000796,796,0.4638025766659951
0000000288,288,0.3669707638423546,0000000210,0000000272
0000000684,684,0.5069825550014385,0000000295,0000000321
0000000535,535,0.4979636417517185,0000000255,0000000437
0000000450,450,0.04049811867318948,0000000081,0000000446
0000000443,443,0.33663167175103026,0000000288,0000000212
0000000466,466,0.6126777040300221,0000000450,0000000152
0000000082,82,0.09545647422811013,0000000054,0000000028
0000000485,485,0.4459319519049805,0000000348,0000000344
0000000244,244,0.01566360116654847,0000000164,0000000229
0000000575,575,0.7666406603734098,0000000210,0000000535
0000000374,374,0.5637210665451816,0000000178,0000000302
0000000623,623,0.9014522901920412,0000000374,0000000056
0000000501,501,0.7090147208328718,0000000191,0000000244
0000000277,277,0.4153655270581105,0000000200,0000000082
0000000534,534,0.751877782786308,0000000458,0000000277
0000000800,800,0.9044097229862517,0000000462,0000000501
0000000405,405,0.5510937053622145,0000000262,0000000115
0000000613,613,0.5598234114659592,0000000277,0000000544
0000000696,696,0.42502403649353215,0000000268,0000000159
0000000790,790,0.5125881209698675
0000000183,183,0.2927262432343776,0000000064,0000000022
0000000601,601,0.48975175826385164,0000000040,0000000180
0000000732,732,0.7138835537691826,0000000613,0000000648
0000000270,270,0.1881152762705373,0000000053,0000000183
0000000299,299,0.563911744506834
0000000463,463,0.46949031394328294,0000000170,0000000388
0000000780,780,0.7476695700761417,0000000696,0000000184
0000000504,504,0.6489016517381928,0000000044,0000000348
0000000091,91,0.4261810574026979,0000000026,0000000050
0000000365,365,0.5084809713134475,0000000124,0000000146
0000000634,634,0.9527386351724375,0000000270,0000000561
0000000525,525,0.8161522917725774,0000000270,0000000184
0000000452,452,0.07449966127385203
0000000419,419,0.5190742077274952
0000000310,310,0.13857765344882958,0000000161,0000000238
0000000445,445,0.08816989814278141
0000000371,371,0.5374207937040777,0000000285,0000000342
0000000145,145,0.48051730426916117,0000000053,0000000069
0000000385,385,0.3345648816216197,0000000172,0000000189
0000000537,537,0.8583686977900261,0000000385,0000000036
0000000426,426,0.5299926184209616,0000000228,0000000131
0000000783,783,0.8311778500121388,0000000059,0000000371
0000000779,779,0.4080903743970352,0000000024,0000000273
0000000585,585,0.6228105497805955,0000000445,0000000554
0000000514,514,0.5228673110746669,0000000452,0000000481
0000000710,710,0.48384123204034896
0000000577,577,0.331839693601255
0000000278,278,0.4646871617230226
0000000274,274,0.4609641354136561,0000000108,0000000194
0000000722,722,0.39168987798456695
0000000455,455,0.7191734209119748,0000000310,0000000054
0000000489,489,0.12309384784080982,0000000279,0000000026
0000000414,414,0.51511357297182,0000000117,0000000128
0000000448,448,0.49375302587332615,0000000367,0000000316
0000000552,552,0.36027799130742993,0000000064,0000000071
0000000584,584,0.4291019358502346,0000000489,0000000111
0000000582,582,0.26168917146329645
0000000671,671,0.7909889635291882,0000000110,0000000582
0000000519,519,0.2691793432714385,0000000443,0000000002
0000000579,579,0.6130081663879865,0000000202,0000000489
0000000794,794,0.7176935805631582,0000000415,0000000584
0000000565,565,0.5906321020595695,0000000519,0000000186
0000000557,557,0.4193833727567387,0000000409,0000000437
0000000407,407,0.36641986658831094,0000000327,0000000146
0000000668,668,0.42169266498247754,0000000039,0000000613
0000000782,782,0.5026167303765233,0000000432,0000000207
0000000471,471,0.28554534349557154,0000000065,0000000382
0000000548,548,0.9246646390451598,0000000471,0000000141
0000000034,34,0.052931371493382576,0000000024,0000000008
0000000653,653,0.6123475357079177,0000000048,0000000565
0000000761,761,0.41271113285584055
0000000549,549,0.5138475112936995,0000000080,0000000451
0000000573,573,0.8459449631098626,0000000369,0000000034
0000000786,786,0.4244531997378655,0000000351,0000000116
0000000265,265,0.4608354318486439,0000000206,0000000032
0000000264,264,0.3441283995116397
0000000718,718,0.6470239193014832,0000000560,0000000291
0000000484,484,0.3869738527946267,0000000204,0000000004
0000000603,603,0.3367575354574267,0000000157,0000000201
0000000614,614,0.43402690482186,0000000438,0000000021
0000000644,644,0.48391663347868435,0000000573,0000000509
0000000087,87,0.03155727730762281,0000000047,0000000084
0000000349,349,0.3582269991437926,0000000016,0000000139
0000000604,604,0.26785768652259545,0000000055,0000000304
0000000709,709,0.4368802257232478,0000000006,0000000514
0000000226,226,0.24790966494632574,0000000209,0000000046
0000000340,340,0.3246805354894524,0000000306,0000000266
0000000499,499,0.0035112702301759407,0000000210,0000000005
0000000550,550,0.3577159985131413
0000000434,434,0.31455390454499244,0000000015,0000000300
0000000475,475,0.4485094487784895,0000000087,0000000067
0000000436,436,0.4914782521915966,0000000089,0000000061
0000000765,765,0.9641578966043807,0000000475,0000000598
0000000768,768,0.6086841111011995,0000000426,0000000436
0000000558,558,0.21707881307182053,0000000214,0000000381
0000000576,576,0.9527530993052239,0000000173,0000000558
0000000543,543,0.4322514649403777,0000000301,0000000499
0000000324,324,0.41030551150864325
0000000628,628,0.34751132119920003,0000000120,0000000153
0000000203,203,0.07917815826976306,0000000106,0000000074
0000000636,636,0.9604025055667794,0000000203,0000000052
0000000389,389,0.5064973285557951
0000000508,508,0.14963759864799628,0000000098,0000000444
0000000589,589,0.5001667555969442,0000000508,0000000496
0000000334,334,0.2345680054825671,0000000168,0000000067
0000000629,629,0.4068596006578089
0000000523,523,0.009611682738571135,0000000052,0000000489
0000000522,522,0.3544189979531313
0000000587,587,0.6221516758031833,0000000264,0000000523
0000000418,418,0.19859784450107273
0000000595,595,0.8508957363070307,0000000418,0000000429
0000000717,717,0.5220500639329977,0000000629,0000000561
0000000237,237,0.3903623637606124,0000000135,0000000154
0000000222,222,0.20048443343673822,0000000119,0000000057
0000000631,631,0.8368076153535859,0000000125,0000000222
0000000541,541,0.37693808084618585,0000000334,0000000117
0000000643,643,0.3832562908765766,0000000604,0000000351
