0000000001,1,0.9687461934318153
0000000002,2,0.5258417704885566,0000000001
0000000003,3,0.9651325586143114,0000000001,0000000002
0000000004,4,0.538860384992633,0000000001,0000000002,0000000003
0000000005,5,0.23259922292235313
0000000006,6,0.9546395127257657,0000000005,0000000002
0000000007,7,0.9906035081215298,0000000002,0000000001,0000000003
0000000008,8,0.016604357198620873,0000000006,0000000007
0000000009,9,0.030741156034630696,0000000003,0000000005
0000000010,10,0.35807576884569997,0000000003,0000000001,0000000002
0000000011,11,0.5917595953094108,0000000008,0000000006,0000000007
0000000012,12,0.8902452572921987,0000000001,0000000008,0000000002
0000000013,13,0.5080039237040446,0000000010,0000000007,0000000006
0000000014,14,0.3988038714529524,0000000001,0000000008,0000000013
0000000015,15,0.17598688078442945
0000000016,16,0.34121078280703376,0000000002,0000000004,0000000011
0000000017,17,0.6042627515687106
0000000018,18,0.07926479653982493,0000000011,0000000015,0000000017
0000000047,47,0.8748893357063517,0000000034,0000000015,0000000011,0000000029
0000000048,48,0.06466487651225951,0000000024,0000000045,0000000001
0000000049,49,0.13957336559022157,0000000022,0000000025,0000000031,0000000034
0000000050,50,0.9212290696977565,0000000016,0000000019,0000000002,0000000036
0000000051,51,0.039762525291745426,0000000044,0000000016,0000000046
0000000052,52,0.3801291825330876
0000000053,53,0.021801866722807373,0000000003,0000000028,0000000014,0000000012
0000000054,54,0.38023930307538584,0000000028,0000000005,0000000025,0000000003
0000000055,55,0.31243894172493863,0000000001,0000000025,0000000041,0000000027
0000000056,56,0.4742139378182095,0000000001,0000000047,0000000053,0000000050
0000000057,57,0.374592416183189,0000000036,0000000001,0000000030
0000000058,58,0.7929179725886655,0000000049,0000000009,0000000020,0000000023
0000000059,59,0.3686892188060036,0000000058,0000000040,0000000048,0000000053
0000000060,60,0.8796512968252114,0000000011,0000000020,0000000021,0000000004
0000000061,61,0.5229851108523335,0000000042,0000000017,0000000006,0000000056
0000000062,62,0.2182667333053841,0000000040,0000000050,0000000027,0000000023
0000000063,63,0.9916803974691795,0000000023,0000000015,0000000008
0000000064,64,0.6621328495396243,0000000025,0000000062,0000000037,0000000018
0000000065,65,0.5065286289130466,0000000004,0000000055,0000000028,0000000021
0000000066,66,0.9488219946063756,0000000048,0000000043,0000000057,0000000046
0000000067,67,0.6864550178010508,0000000009,0000000021,0000000043,0000000015
0000000068,68,0.3508285956440733
0000000069,69,0.28025915808942475,0000000002,0000000003,0000000009,0000000065
0000000070,70,0.7071689905564877,0000000015,0000000069,0000000030,0000000031
0000000071,71,0.7172249956032487,0000000050,0000000058,0000000002,0000000068
0000000072,72,0.06464020777307147,0000000041,0000000054,0000000051
0000000073,73,0.019067137386634906,0000000056,0000000006,0000000038,0000000018
0000000074,74,0.08136272085257076,0000000002,0000000016,0000000059,0000000007
0000000075,75,0.8423045883706738,0000000068,0000000005,0000000059,0000000025
0000000076,76,0.2110431411532302,0000000048,0000000074,0000000022,0000000047
0000000077,77,0.04894713534676133,0000000025,0000000049,0000000054
0000000078,78,0.023471826660794667,0000000002,0000000016,0000000077,0000000003
0000000079,79,0.6623471173864092,0000000025,0000000004,0000000057,0000000012
0000000080,80,0.3992702805066935,0000000030,0000000063,0000000026,0000000009
0000000081,81,0.20417776967422357,0000000078,0000000067,0000000061
0000000082,82,0.3900680912853635,0000000043,0000000024,0000000070,0000000081
0000000083,83,0.034090816969045944,0000000076,0000000078,0000000025,0000000069
0000000084,84,0.19666711956055427,0000000082,0000000017,0000000077,0000000022
0000000085,85,0.8531118097254743,0000000062,0000000024,0000000042,0000000070
0000000086,86,0.022414258893251104,0000000041,0000000084,0000000070,0000000043
0000000087,87,0.890229524691072,0000000035,0000000005,0000000059,0000000073
0000000088,88,0.2494285569238739,0000000071,0000000056,0000000018,0000000034
0000000089,89,0.9703528192922097,0000000022,0000000088,0000000002,0000000029
0000000090,90,0.33095970309950246,0000000037,0000000015,0000000088
0000000091,91,0.9327453735684088,0000000088,0000000009,0000000027,0000000039
0000000092,92,0.6961620585988345,0000000035,0000000059,0000000060,0000000084
0000000093,93,0.839737170466976,0000000063,0000000004,0000000034,0000000053
0000000094,94,0.42078632467843563,0000000076,0000000092,0000000049,0000000035
0000000095,95,0.19853414516725965,0000000090,0000000069,0000000007,0000000034
0000000096,96,0.6981894536044027,0000000060,0000000084,0000000008,0000000063
0000000097,97,0.306982118923145,0000000021,0000000058,0000000041,0000000086
0000000098,98,0.5850641426968036,0000000086,0000000004,0000000007,0000000071
0000000099,99,0.22720370442041946,0000000066,0000000011,0000000057,0000000056
0000000100,100,0.5682218980905888,0000000078,0000000026,0000000062,0000000022
0000000101,101,0.5999388086773274,0000000074,0000000081,0000000099,0000000096
0000000102,102,0.9762761124358225,0000000021,0000000047,0000000042,0000000096
0000000103,103,0.8407568480396529,0000000073,0000000087,0000000010,0000000014
0000000104,104,0.44544197552250786,0000000092,0000000089,0000000025,0000000097
0000000105,105,0.4080044329895485,0000000076,0000000022,0000000049,0000000014
0000000106,106,0.5148481632003,0000000064,0000000007,0000000018,0000000036
0000000107,107,0.5790626673321903,0000000039,0000000069,0000000076,0000000041
0000000108,108,0.5310676382868253,0000000050,0000000065,0000000107,0000000095
0000000109,109,0.3529289265792586
0000000110,110,0.3812506919293364,0000000067,0000000105,0000000079,0000000013
0000000111,111,0.18718223504015288,0000000019,0000000068,0000000096,0000000006
0000000112,112,0.1742719890027957,0000000057,0000000079,0000000065,0000000039
0000000113,113,0.6808711931498971,0000000110,0000000023,0000000042,0000000031
0000000114,114,0.011169507901430868,0000000057,0000000054,0000000008,0000000006
0000000115,115,0.10413227523183055,0000000067,0000000079,0000000084,0000000103
0000000116,116,0.9032631510199505,0000000015,0000000014,0000000092,0000000020
0000000117,117,0.0009133345083372355,0000000106,0000000029,0000000100,0000000099
0000000118,118,0.8938176182486451,0000000110,0000000016,0000000001,0000000086
0000000119,119,0.6362981001269895,0000000042,0000000048,0000000045,0000000082
0000000120,120,0.19521204542836373,0000000110,0000000034,0000000010,0000000006
0000000121,121,0.1344204820874757,0000000018,0000000106,0000000063,0000000023
0000000122,122,0.47370344557362604,0000000017,0000000076,0000000120,0000000012
0000000123,123,0.7184712528329859,0000000031,0000000085,0000000120,0000000027
0000000124,124,0.4105522000649581,0000000116,0000000094,0000000003,0000000062
0000000125,125,0.9495141961658249,0000000093,0000000042,0000000012,0000000002
0000000126,126,0.2116171149442468,0000000086,0000000120,0000000040,0000000044
0000000127,127,0.8734144955477385,0000000032,0000000115,0000000047
0000000128,128,0.4780843476596003,0000000048,0000000004,0000000110,0000000103
0000000129,129,0.689369046721273,0000000066,0000000119,0000000043,0000000093
0000000130,130,0.8129683798867327,0000000066,0000000126,0000000008,0000000059
0000000131,131,0.956218294215321,0000000015,0000000107,0000000049,0000000039
0000000132,132,0.08807282247176626,0000000066,0000000081,0000000003,0000000117
0000000133,133,0.5777267580068607,0000000119,0000000077,0000000030,0000000058
0000000134,134,0.6713442123678927,0000000130,0000000129,0000000033,0000000021
0000000135,135,0.3628565449964142,0000000110,0000000114,0000000089
0000000136,136,0.33080437796777823
0000000137,137,0.5096245311142262,0000000097,0000000132,0000000033
0000000138,138,0.28327274345556513,0000000119,0000000005,0000000103,0000000016
0000000139,139,0.2741678931996751,0000000076,0000000127,0000000135,0000000026
0000000140,140,0.9128747513301939,0000000085,0000000078,0000000017,0000000092
0000000141,141,0.6400846564359368,0000000132,0000000085,0000000006,0000000136
0000000142,142,0.954425923212354,0000000098,0000000025,0000000012,0000000057
0000000143,143,0.7603406516625167,0000000010,0000000142,0000000137,0000000044
0000000144,144,0.8393104198226129,0000000088,0000000043,0000000141,0000000098
0000000145,145,0.8878098619598146,0000000011,0000000065,0000000094,0000000138
0000000146,146,0.0537781801285968,0000000128,0000000096,0000000027,0000000086
0000000147,147,0.8527850593998642,0000000038,0000000056,0000000110,0000000009
0000000148,148,0.42842809982971264,0000000104,0000000112,0000000086,0000000109
0000000149,149,0.20872022097233736,0000000146,0000000070,0000000065,0000000123
0000000150,150,0.8879487325933719,0000000042,0000000148,0000000061,0000000016
0000000151,151,0.20866475025382075,0000000098,0000000062,0000000071
0000000152,152,0.08111044787696603,0000000151,0000000029,0000000074,0000000104
0000000153,153,0.46416825796325484,0000000120,0000000108,0000000031,0000000100
0000000154,154,0.4334560979339614,0000000080,0000000002,0000000013,0000000028
0000000155,155,0.8999805318702404
0000000156,156,0.1721717818961307,0000000042,0000000084,0000000132,0000000064
0000000157,157,0.23147610665704502,0000000007,0000000065,0000000082,0000000054
0000000158,158,0.11694699214475986,0000000141,0000000135,0000000037,0000000090
0000000159,159,0.28299834929208584
0000000160,160,0.15167260048304093,0000000080,0000000035,0000000058,0000000159
0000000161,161,0.5102949713619283,0000000103,0000000044,0000000038,0000000082
0000000162,162,0.7773098283270733,0000000006,0000000087,0000000086,0000000144
0000000163,163,0.0410965140744021,0000000083,0000000093,0000000007,0000000110
0000000164,164,0.683258990336808,0000000064,0000000139,0000000137,0000000122
0000000165,165,0.36399657054364326,0000000124,0000000127,0000000082,0000000105
0000000166,166,0.5490164929937602,0000000145,0000000062,0000000144,0000000147
0000000167,167,0.5424175431732228,0000000039,0000000126,0000000056,0000000138
0000000168,168,0.04801033589818554,0000000087,0000000013,0000000143,0000000008
0000000169,169,0.8097851696684437,0000000062,0000000036,0000000058,0000000100
0000000170,170,0.009997017637075651
0000000171,171,0.5638788291424193,0000000155,0000000156,0000000062,0000000055
0000000172,172,0.7036843111530724,0000000011,0000000060,0000000102,0000000165
0000000173,173,0.712232722389742,0000000053,0000000098,0000000142,0000000171
0000000174,174,0.8077618561534129,0000000084,0000000075,0000000031,0000000117
0000000175,175,0.12272558569156515,0000000087,0000000014,0000000163,0000000134
0000000176,176,0.6175947322727052,0000000014,0000000018,0000000096,0000000080
0000000177,177,0.8188024146734023,0000000121,0000000096,0000000134,0000000140
0000000178,178,0.16836348621106498,0000000095,0000000129,0000000097,0000000061
0000000179,179,0.6604815759298714,0000000150,0000000057,0000000178,0000000092
0000000180,180,0.8270339817768513,0000000143,0000000029,0000000166,0000000025
0000000181,181,0.6587749245385274,0000000103,0000000040,0000000156,0000000116
0000000182,182,0.7744885204435275,0000000151,0000000135,0000000161,0000000070
0000000183,183,0.805675458720875,0000000160,0000000038,0000000041,0000000003
0000000184,184,0.7872707252057956,0000000040,0000000113,0000000073,0000000091
0000000185,185,0.4246482934713342,0000000082,0000000100,0000000060,0000000128
0000000186,186,0.11617600843746445,0000000036,0000000073,0000000006,0000000106
0000000187,187,0.7086544429215886,0000000074,0000000182,0000000135,0000000112
0000000188,188,0.957171561729422,0000000127,0000000119,0000000157,0000000055
0000000189,189,0.35102300473044085,0000000036,0000000060,0000000087,0000000159
0000000190,190,0.5912025633985656,0000000027,0000000165,0000000156,0000000151
0000000191,191,0.5892010168711004
0000000192,192,0.6954394556503388,0000000038,0000000176,0000000064,0000000025
0000000193,193,0.8258120762829431,0000000015,0000000191,0000000051,0000000101
0000000194,194,0.4615694087094922,0000000129,0000000025,0000000125,0000000067
0000000195,195,0.7019311333539051,0000000097,0000000049,0000000070,0000000139
0000000196,196,0.012747631268334489,0000000024,0000000067,0000000080,0000000155
0000000197,197,0.8166973883488126,0000000061,0000000010,0000000136,0000000121
0000000198,198,0.4612222257800745,0000000196,0000000116,0000000125,0000000123
0000000199,199,0.7083727337525593,0000000150,0000000189,0000000024,0000000023
0000000200,200,0.3276825147682418,0000000035,0000000083,0000000103,0000000176
0000000201,201,0.441562629759331,0000000173,0000000021,0000000159,0000000007
0000000202,202,0.05132947509960139,0000000180,0000000021,0000000086
0000000203,203,0.8734184212182423,0000000007,0000000199,0000000149,0000000178
0000000204,204,0.30931297674963887,0000000002,0000000198,0000000017,0000000071
0000000205,205,0.3381415187829611,0000000197,0000000018,0000000081,0000000107
0000000206,206,0.9035738790944844,0000000016,0000000129,0000000169,0000000055
0000000207,207,0.44662227818471106,0000000159,0000000156,0000000016
0000000208,208,0.8621473995011433,0000000085,0000000018,0000000157,0000000013
0000000209,209,0.6511574617115236,0000000129,0000000150,0000000066,0000000035
0000000210,210,0.5226091125163058,0000000201,0000000011,0000000036,0000000144
0000000211,211,0.7728431408801157,0000000063,0000000186,0000000060,0000000161
0000000212,212,0.21312096545087922,0000000201,0000000071,0000000163,0000000145
0000000213,213,0.7345615975676282,0000000109,0000000059,0000000193,0000000110
0000000214,214,0.9896162587054085,0000000075,0000000004,0000000207,0000000027
0000000215,215,0.6129985223992773,0000000020,0000000033,0000000043,0000000048
0000000216,216,0.03597800547700792,0000000127,0000000022,0000000051,0000000178
0000000217,217,0.09079857646693631,0000000188,0000000118,0000000108,0000000063
0000000218,218,0.14860832969051296,0000000083,0000000162,0000000052,0000000038
0000000219,219,0.07153983373948755,0000000013,0000000068,0000000165,0000000189
0000000220,220,0.7711327364840425,0000000217,0000000170,0000000077,0000000129
0000000221,221,0.19356426513183067,0000000151,0000000134,0000000112,0000000120
0000000222,222,0.8838462937794102,0000000201,0000000109,0000000123,0000000183
0000000223,223,0.575062425738873,0000000084,0000000060,0000000090,0000000038
0000000224,224,0.48201039984182553,0000000139,0000000024,0000000067,0000000198
0000000225,225,0.6548819568068066,0000000101,0000000097,0000000192,0000000217
0000000226,226,0.4361620991805063,0000000093,0000000168,0000000051,0000000222
0000000227,227,0.5036914949149696,0000000073,0000000081,0000000023,0000000150
0000000228,228,0.07535245745043895,0000000059,0000000184,0000000087,0000000026
0000000229,229,0.9641072549792715,0000000174,0000000036,0000000059,0000000113
0000000230,230,0.41431565813973004,0000000194,0000000089,0000000017,0000000125
0000000231,231,0.2563073913207658,0000000193,0000000140,0000000190,0000000201
0000000232,232,0.47544942553666963,0000000123,0000000170,0000000154,0000000131
0000000233,233,0.4875271555710493,0000000083,0000000020,0000000087,0000000144
0000000234,234,0.2325412851440692,0000000154,0000000177,0000000106,0000000097
0000000235,235,0.2669813640107593,0000000155,0000000144,0000000197,0000000053
0000000236,236,0.9536680072994855,0000000065,0000000224,0000000023,0000000088
0000000237,237,0.38610043692989215,0000000029,0000000040,0000000090,0000000180
0000000238,238,0.33437172644258206,0000000062,0000000181,0000000166,0000000026
0000000239,239,0.4568357424980706,0000000073,0000000068,0000000038,0000000062
0000000240,240,0.15541736686780486,0000000134,0000000051,0000000112,0000000118
0000000241,241,0.41658367743921526,0000000128,0000000051,0000000134,0000000123
0000000242,242,0.7746276853370817,0000000001,0000000113,0000000190,0000000155
0000000243,243,0.24532264791475825,0000000039,0000000075,0000000034
0000000244,244,0.6655519224542694,0000000055,0000000060,0000000011,0000000009
0000000245,245,0.15269039449628027,0000000045,0000000150,0000000234,0000000206
0000000246,246,0.21804074392559183,0000000150,0000000170,0000000206,0000000221
0000000247,247,0.7719638941120287,0000000243,0000000083,0000000150,0000000030
0000000248,248,0.7637790197310639,0000000058,0000000108,0000000031,0000000099
0000000249,249,0.16009102088173563,0000000030,0000000176,0000000189,0000000108
0000000250,250,0.086908164561026,0000000200,0000000207,0000000202,0000000023
0000000251,251,0.4862055254179726
0000000252,252,0.04782748633866611,0000000212,0000000221,0000000066,0000000171
0000000253,253,0.09366112351229997,0000000133,0000000240,0000000201,0000000080
0000000254,254,0.04235602405565508,0000000013,0000000206,0000000005,0000000167
0000000255,255,0.7096051635515732,0000000126,0000000075,0000000150,0000000201
0000000256,256,0.976783297695868,0000000086,0000000233,0000000046,0000000087
0000000257,257,0.7527336045450742,0000000031,0000000148,0000000049,0000000072
0000000258,258,0.44098509596428226,0000000079,0000000128,0000000072,0000000089
0000000259,259,0.7551937181264701,0000000096,0000000043,0000000150,0000000255
0000000260,260,0.4121245753063832,0000000180,0000000221,0000000159,0000000043
0000000261,261,0.5976782940491246,0000000178,0000000213,0000000246
0000000262,262,0.5566771516425812,0000000133,0000000135,0000000240,0000000078
0000000263,263,0.20772758644197442,0000000235,0000000035,0000000071,0000000116
0000000264,264,0.9116239696642224,0000000195,0000000018,0000000260,0000000155
0000000265,265,0.7803114499512085,0000000086,0000000223,0000000201,0000000142
0000000266,266,0.08541999112930915,0000000086,0000000019,0000000040,0000000122
0000000267,267,0.7333113222721003,0000000201,0000000126,0000000176,0000000162
0000000268,268,0.21529628606619594,0000000240,0000000196,0000000258,0000000079
0000000269,269,0.06555693672364118,0000000016,0000000012,0000000018,0000000231
0000000270,270,0.29543357877138876,0000000200,0000000001,0000000197,0000000250
0000000271,271,0.9144526229272772,0000000182,0000000076,0000000130,0000000253
0000000272,272,0.8745143279910041,0000000075,0000000113,0000000198,0000000256
0000000273,273,0.6335622953960524,0000000023,0000000252,0000000233,0000000200
0000000274,274,0.5043405615513002,0000000019,0000000094,0000000057,0000000188
0000000275,275,0.7956997183730223,0000000115,0000000152,0000000189,0000000240
0000000276,276,0.5736347982928764,0000000043,0000000004,0000000212,0000000169
0000000277,277,0.9582830667090243,0000000177,0000000245,0000000038,0000000267
0000000278,278,0.26178480768360324,0000000160,0000000262,0000000272,0000000209
0000000279,279,0.3433455071830104,0000000181,0000000112,0000000068,0000000168
0000000280,280,0.8688386321424493,0000000262,0000000216,0000000182,0000000217
0000000281,281,0.8879533953730582,0000000250,0000000155,0000000009,0000000118
0000000282,282,0.8127276787944926,0000000109,0000000050,0000000013,0000000199
0000000283,283,0.4918760376579477,0000000123,0000000113,0000000060,0000000064
0000000284,284,0.39425688544469245,0000000188,0000000003,0000000048,0000000021
0000000285,285,0.6897689415310171
0000000286,286,0.8853121337359198,0000000117,0000000138,0000000246,0000000110
0000000287,287,0.5125516634000465,0000000101,0000000041,0000000218,0000000170
0000000288,288,0.4156129542660009,0000000015,0000000223,0000000039,0000000150
0000000289,289,0.06827718437483843,0000000170,0000000075,0000000208,0000000015
0000000290,290,0.9147143785543186,0000000176,0000000127,0000000117,0000000179
0000000291,291,0.8704466136593166,0000000224,0000000182,0000000202,0000000095
0000000292,292,0.7066870076603262,0000000233,0000000063,0000000146,0000000279
0000000293,293,0.9691033796894011,0000000079,0000000163,0000000112,0000000153
0000000294,294,0.5190180756477684,0000000238,0000000178,0000000282,0000000158
0000000295,295,0.35119273440450827,0000000241,0000000103,0000000054,0000000221
0000000296,296,0.38213124673517807,0000000295,0000000047,0000000103,0000000038
0000000297,297,0.14397185333980683,0000000056,0000000162,0000000208,0000000268
0000000298,298,0.9465609673561021,0000000198,0000000210,0000000294,0000000263
0000000299,299,0.20472782352038885,0000000165,0000000181,0000000261,0000000058
0000000300,300,0.3006161729490068,0000000266,0000000206,0000000176,0000000108
0000000301,301,0.719417735863957,0000000238,0000000279,0000000141,0000000054
0000000302,302,0.6289451862827015,0000000209,0000000287,0000000239,0000000192
0000000303,303,0.39640337694358413
0000000304,304,0.04004760425476836,0000000027,0000000274,0000000030,0000000236
0000000305,305,0.7086286519435981,0000000220,0000000249,0000000194,0000000303
0000000306,306,0.2695385160841252,0000000201,0000000241,0000000077,0000000264
0000000307,307,0.9678888553153098,0000000176,0000000082,0000000094,0000000221
0000000308,308,0.6962768491128383,0000000261,0000000218,0000000242,0000000159
0000000309,309,0.481398327494541,0000000268,0000000196,0000000099,0000000208
0000000310,310,0.75688249723883,0000000131,0000000020,0000000089,0000000026
0000000311,311,0.9199456992704144,0000000234,0000000252,0000000133
0000000312,312,0.09176042650976972,0000000007,0000000123,0000000273,0000000022
0000000313,313,0.030600121852387672,0000000260,0000000309,0000000147,0000000275
0000000314,314,0.6477840258456515,0000000252,0000000054,0000000142,0000000006
0000000315,315,0.04034752833583081,0000000144,0000000010,0000000078
0000000316,316,0.8255093715919493,0000000196,0000000283,0000000119,0000000056
0000000317,317,0.2484240924144491,0000000013,0000000186,0000000065,0000000050
0000000318,318,0.27954207135913506,0000000084,0000000226,0000000073,0000000180
0000000319,319,0.7803564246112269,0000000304,0000000308,0000000117,0000000141
0000000320,320,0.4633516319799836,0000000103,0000000146,0000000264,0000000057
0000000321,321,0.2889378979114226,0000000028,0000000138,0000000184,0000000066
0000000322,322,0.2888869942431931,0000000108,0000000255,0000000161,0000000200
0000000323,323,0.30752750747309526,0000000063,0000000061,0000000001,0000000309
0000000324,324,0.3509802291154805,0000000169,0000000088,0000000123,0000000103
0000000325,325,0.38012567914575646,0000000318,0000000271,0000000060,0000000042
0000000326,326,0.30503857130399864,0000000324,0000000068,0000000044,0000000033
0000000327,327,0.8873155904230238,0000000008,0000000229,0000000262,0000000153
0000000328,328,0.1219642463966169,0000000126,0000000116,0000000015,0000000051
0000000329,329,0.5673887522410301,0000000147,0000000047,0000000268,0000000300
0000000330,330,0.4461051870293446,0000000100,0000000150,0000000253,0000000050
0000000331,331,0.42779871712900863,0000000130,0000000294,0000000305,0000000128
0000000332,332,0.28292984881593064,0000000093,0000000028,0000000253,0000000252
0000000333,333,0.6731027437261919,0000000089,0000000284,0000000281,0000000320
0000000334,334,0.14934737410516163,0000000096,0000000317,0000000086,0000000236
0000000335,335,0.5880356881413178,0000000255,0000000143,0000000006,0000000109
0000000336,336,0.7917891293596396,0000000303,0000000105,0000000293,0000000302
0000000337,337,0.5267481697541175,0000000322,0000000175,0000000109,0000000287
0000000338,338,0.9701700653487174,0000000066,0000000068,0000000208,0000000189
0000000339,339,0.8518622691338916,0000000221,0000000096,0000000196,0000000240
0000000340,340,0.1495155648624886,0000000327,0000000053,0000000033,0000000339
0000000341,341,0.24731495638658538,0000000190,0000000159,0000000151,0000000141
0000000342,342,0.6219741715983387,0000000082,0000000035,0000000070,0000000091
0000000343,343,0.008534798633433927,0000000143,0000000275,0000000297,0000000004
0000000344,344,0.03274278201254444,0000000084,0000000096,0000000241,0000000275
0000000345,345,0.8978120324688944,0000000167,0000000012,0000000136,0000000110
0000000346,346,0.7233201046184397,0000000257,0000000110,0000000005,0000000023
0000000347,347,0.301618476298661
0000000348,348,0.6692339793367595,0000000041,0000000052,0000000331,0000000159
0000000349,349,0.5397242154144977,0000000344,0000000255,0000000038,0000000172
0000000350,350,0.6075339531267552,0000000186,0000000322,0000000136,0000000278
0000000351,351,0.3488918774476887,0000000093,0000000098,0000000097,0000000325
0000000352,352,0.2584799778636359,0000000183,0000000196,0000000346,0000000022
0000000353,353,0.07065018507960738,0000000200,0000000080,0000000273,0000000190
0000000354,354,0.7123296046729762,0000000063,0000000102,0000000061,0000000128
0000000355,355,0.06418156586695252,0000000233,0000000203,0000000032,0000000153
0000000356,356,0.3099762709217612,0000000062,0000000009,0000000022,0000000268
0000000357,357,0.12166777421676221,0000000016,0000000176,0000000204,0000000165
0000000358,358,0.7733974025548339,0000000240,0000000194,0000000020,0000000276
0000000359,359,0.8799259542142391,0000000092,0000000140,0000000286,0000000271
0000000360,360,0.8658515781448298,0000000318,0000000044,0000000341,0000000219
0000000361,361,0.8066507119570959,0000000020,0000000281,0000000249
0000000362,362,0.2728261971993472,0000000226,0000000308,0000000256,0000000357
0000000363,363,0.4588149739330552,0000000018,0000000326,0000000277,0000000282
0000000364,364,0.3997804684863101,0000000097,0000000310,0000000363,0000000045
0000000365,365,0.6528056277668258,0000000258,0000000168,0000000099,0000000255
0000000366,366,0.45288192842385033,0000000178,0000000201,0000000360,0000000278
0000000367,367,0.16650282981457556,0000000089,0000000027,0000000047,0000000290
0000000368,368,0.3268601016957122,0000000085,0000000034,0000000216,0000000064
0000000369,369,0.7520303275133915,0000000008,0000000201,0000000029,0000000149
0000000370,370,0.6488441647775611,0000000111,0000000051,0000000089,0000000317
0000000371,371,0.5573020940569055,0000000123,0000000282,0000000323,0000000130
0000000372,372,0.2995804737702257,0000000050,0000000043,0000000045,0000000175
0000000373,373,0.07844733327857568,0000000122,0000000282,0000000189,0000000372
0000000374,374,0.16473804447049328,0000000107,0000000282,0000000256
0000000375,375,0.9872677854692115,0000000344,0000000309,0000000211,0000000124
0000000376,376,0.8309595071802347,0000000077,0000000168,0000000338,0000000065
0000000377,377,0.5988925097328759,0000000169,0000000293,0000000038,0000000040
0000000378,378,0.909808067851102,0000000271,0000000354,0000000168,0000000300
0000000379,379,0.727610366692541,0000000243,0000000355,0000000024,0000000307
0000000380,380,0.8518060662974193,0000000184,0000000058,0000000220,0000000162
0000000381,381,0.3029552240035914,0000000063,0000000333,0000000095,0000000370
0000000382,382,0.5449187628017401,0000000111,0000000095,0000000178,0000000298
0000000383,383,0.22326456820441873,0000000231,0000000252,0000000202,0000000353
0000000384,384,0.7166396274850871,0000000214,0000000132,0000000183,0000000315
0000000385,385,0.8568786450291807,0000000050,0000000063,0000000172,0000000286
0000000386,386,0.013625028542861831,0000000262,0000000294,0000000373,0000000239
0000000387,387,0.32284639178154034,0000000344,0000000234,0000000280,0000000330
0000000388,388,0.8802379532365291,0000000006,0000000203,0000000205,0000000213
0000000389,389,0.2954617478799283
0000000390,390,0.5142093917368799,0000000066,0000000193,0000000095,0000000087
0000000391,391,0.2618507094180595,0000000284,0000000266,0000000226,0000000201
0000000392,392,0.20952834378885882,0000000383,0000000218,0000000290,0000000350
0000000393,393,0.16181325568109362
0000000394,394,0.23953474026901223,0000000075,0000000174,0000000004,0000000134
